Gene_ID	DMSO_24h_rep1	DMSO_24h_rep2	GSK591_24h_rep1	GSK591_24h_rep2
LINC02749	4	0	2	2
OR55B1P	0	0	2	0
RRM1	18412	17767	17794	19278
RPS29P20	0	6	0	1
HMGN1P21	0	0	0	0
HNRNPA1P76	0	0	0	0
PPIAP40	1	0	0	0
MIR4687	0	0	0	0
STIM1	6629	6384	5721	6585
STIM1-AS1	7	2	0	4
LOC124902619	0	0	0	2
RHOG	3183	3191	3182	3683
LOC124902618	2	2	6	4
PGAP2	2403	2207	2026	2485
RNU7-50P	0	0	0	0
RNU6-1143P	23	12	7	7
LOC124902832	0	0	1	0
NUP98	25407	25651	23032	25420
CHRNA10	96	94	40	81
ART1	0	2	0	0
ART5	2	2	6	2
TRPC2	0	0	0	0
XNDC1CP	0	0	0	0
LOC124902617	0	0	0	0
OR7E117P	0	0	0	0
RPS24P14	0	0	0	0
LOC107987159	4	0	2	0
RPS3AP39	0	0	1	0
SNRPCP5	0	0	0	0
LOC107984301	1	1	0	0
LOC101927708	0	0	0	0
LOC105376526	0	0	0	2
LOC124902616	0	0	0	0
FAM86GP	28	27	25	20
OR7E12P	1	0	0	0
TSSC2	0	0	0	2
ZNF195	3175	2924	3143	3612
VN1R56P	2	4	6	0
NDUFA5P1	0	0	0	0
NDUFA5P8	0	0	0	0
MRGPRE	0	6	2	2
MRGPRG-AS1	0	0	0	0
MRGPRG	0	0	0	0
OSBPL5	23079	23582	21272	25239
LOC124902615	98	178	100	116
KCNQ1OT1	5158	5115	5547	5471
LOC124902613	0	0	0	0
TRPM5	1	0	0	2
TSSC4	3642	4092	3638	4527
CD81	21158	19887	19604	22571
LOC105376520	31	18	24	15
LOC124902611	6	0	0	0
RPL26P30	62	84	57	74
CD81-AS1	14	18	30	18
RNU6-878P	0	0	0	0
LOC124902612	4	2	0	5
TSPAN32	0	0	0	0
C11orf21	0	0	0	0
ASCL2	0	0	0	0
MIR4686	2	0	0	0
TH	8	23	5	18
INS	0	0	0	0
IGF2-AS	0	0	0	0
MIR483	0	0	0	0
IGF2	0	0	0	0
INS-IGF2	0	0	0	0
LOC390029	0	0	1	0
RPL36AP39	0	0	0	0
LOC124902610	0	0	0	0
LOC105376517	24	9	14	13
CTSD	37358	32257	35160	33398
LOC124902609	0	0	0	0
LOC124902608	0	0	0	0
LOC124902606	32	6	8	10
MIR6744	0	0	0	0
MUC5B-AS1	2	0	0	0
MUC5B	21	4	29	4
LOC124902605	17	31	19	27
LOC124902604	0	0	0	0
CHID1	6532	6619	6530	7530
TSPAN4	6387	6560	6129	7093
POLR2L	9623	9530	10820	10145
CD151	21699	22146	20748	24237
CRACR2B	322	462	306	401
PNPLA2	7407	7498	6470	7880
SNORA52	105	174	165	165
RPLP2	51769	47000	50963	46053
PIDD1	3656	3934	4032	5165
PANO1	50	63	50	52
SLC25A22	5416	5156	5369	6012
CEND1	0	0	0	2
LOC124900301	687	594	576	676
GATD1-DT	179	150	129	185
GATD1	7228	7249	7247	8154
TALDO1	15094	13092	14367	13752
LOC105376509	6	4	0	4
EPS8L2	13871	15773	14228	17758
TMEM80	1118	1117	963	1109
LOC124902603	2	6	4	17
LOC124902805	7	6	6	10
RN7SL838P	6	14	4	22
LOC105376506	13	20	3	21
ANO9	2511	2401	2339	2898
SIGIRR	893	964	784	879
PKP3	18457	18161	16500	19985
B4GALNT4	4084	4739	4380	5184
IFITM3	48642	37814	50513	41710
LOC105376505	70	12	32	30
IFITM1	834	533	608	570
IFITM2	23425	21079	26516	22920
MRPS24P1	0	0	0	0
IFITM5	0	0	0	0
PGGHG	1485	1580	1349	1722
NLRP6	0	0	2	0
COX8BP	0	0	0	0
LOC100420679	1	4	0	4
PSMD13	11716	11674	11124	12563
SIRT3	2108	2119	2074	2304
MIR6743	0	0	0	0
RIC8A	11453	11455	10283	12291
BET1L	5867	5992	5485	6541
ODF3	0	0	0	2
SCGB1C1	0	0	0	0
LOC101930129	8	4	14	4
RNU6-447P	0	0	1	0
LOC112268070	96	79	94	106
LINC01001	210	160	181	202
CICP23	0	0	0	0
SEPTIN14P11	15	6	3	9
OR4F2P	0	0	0	0
WBP1LP10	0	0	0	0
RPL23AP60	0	0	2	0
DUX4L15	0	0	0	0
DUX4L14	0	0	0	0
DUX4L13	0	0	0	0
DUX4L12	0	0	0	0
DUX4L11	0	0	0	0
DUX4L10	0	0	0	0
DUX4L29	0	0	0	0
DUX4L20	0	0	0	0
DUX4L21	0	0	0	0
DUX4L22	0	0	0	0
DUX4L23	0	0	0	0
DUX4L24	0	0	0	0
DUX4L25	0	0	0	0
DUX4L28	0	0	0	0
CLUHP5	0	0	0	0
AGGF1P2	3	20	18	12
RARRES2P2	0	0	0	0
FRG2B	0	0	0	0
OR6L1P	0	0	0	0
SPRNP1	0	0	0	0
SYCE1	0	0	0	1
CYP2E1	6	11	8	8
LOC124902569	0	0	0	0
LOC105378575	0	0	0	0
OR7M1P	0	1	7	8
SCART1	115	129	109	181
OR6L2P	0	0	0	0
LOC124902564	68	43	47	56
SPRN	3	0	4	4
MTG1	3619	3387	3153	3644
PAOX	29	32	21	30
LOC124902563	0	2	6	0
MIR3944	11	14	15	4
ECHS1	10856	10302	10738	10989
FUOM	1369	1395	1256	1468
PRAP1	0	0	0	0
BANF1P2	21	18	20	15
CALY	0	0	0	0
ZNF511	923	763	861	869
ZNF511-PRAP1	0	0	0	0
LOC124902562	41	35	28	43
TUBGCP2	16936	16068	15644	17811
ADAM8	3216	2701	3565	3678
MIR202	0	0	0	0
MIR202HG	0	0	0	0
VENTX	0	0	0	0
UTF1	1	0	0	4
LOC105378573	0	1	7	0
LOC105378574	0	0	0	0
KNDC1	1229	1056	1125	1188
RPL5P28	0	0	0	0
ADGRA1	0	1	0	0
ADGRA1-AS1	0	0	0	0
LOC112268067	0	2	2	4
LOC107984283	0	0	0	0
LOC124902527	1	0	2	4
LINC01168	0	0	2	0
LINC01167	0	0	0	0
LINC01166	0	0	0	0
LOC105378572	0	0	0	0
LOC105378571	0	0	0	0
CFAP46	4	2	2	0
NKX6-2	2	2	0	2
INPP5A	2472	2803	2422	2819
LOC107984282	19	18	5	17
LOC105378569	0	1	0	0
LINC02870	105	73	70	51
LOC105378568	41	32	22	46
PWWP2B	1832	1930	1640	1887
LOC124902526	58	56	41	71
LRRC27	420	403	378	424
STK32C	2179	2367	2167	2595
DPYSL4	0	0	0	0
JAKMIP3-AS1	2	6	2	5
JAKMIP3	35	49	21	46
LOC124902525	9	7	9	2
BNIP3	7268	6292	7534	6601
PPP2R2D	4620	4642	4405	4934
LOC100134362	0	0	0	0
LOC105378566	0	0	0	0
LOC105378565	0	0	0	0
LINC01164	27	32	12	42
LOC101927461	0	0	0	0
LOC105378563	0	0	0	0
TCERG1L-AS1	16	33	33	19
TCERG1L	9	0	10	6
LOC107984186	0	0	0	0
MIR378C	0	0	0	0
LOC105378562	0	0	0	0
LOC124900609	2	0	0	0
LOC100419870	0	0	0	0
LOC124902561	667	561	591	628
GLRX3	13047	12634	12995	13693
LOC105378561	18	28	30	34
LOC124902560	2	0	1	0
LOC102724883	45	37	31	25
CTAGE7P	6	6	0	0
C10orf143	97	103	61	83
EBF3-AS1	0	0	0	0
MIR4297	0	0	0	0
EBF3	0	0	0	3
LOC107984281	0	0	0	2
LOC105378560	54	87	49	85
LOC124902531	0	0	0	0
MGMT	1663	1655	1594	1856
LOC105378557	0	0	0	0
LOC105378556	0	0	0	0
LOC124902559	0	0	0	0
LINC02667	12	11	4	1
LOC105378555	0	0	0	0
LOC107984185	8	15	0	18
LOC105378554	0	0	0	0
LOC124902558	0	0	0	0
LINC01163	0	0	0	0
MKI67	74655	63128	71266	67115
AS-PTPRE	2	2	0	0
LOC124902557	0	0	0	0
PTPRE	5381	4276	5037	5156
CLRN3	2	2	2	0
BUB1P1	0	0	2	0
FOXI2	0	0	0	0
NPS	0	0	0	0
LOC124902524	0	0	2	0
LOC105378551	0	0	0	0
INSYN2A	63	58	28	38
LOC105378552	3	18	6	5
LOC107984059	0	0	0	0
LOC124900289	691	834	894	1148
DOCK1	12412	12833	10797	13180
LOC105378550	408	240	377	352
LOC124900294	0	0	0	0
LOC105378548	0	0	0	0
LOC124902523	0	0	0	0
LOC105378549	0	4	0	0
LOC728158	8	0	0	1
C10orf90	389	280	329	218
LOC112267914	2	4	4	1
LINC00601	169	166	143	154
SAR1AP2	0	0	0	0
RNA5SP328	2	1	0	0
ADAM12	11250	10451	10685	10384
FANK1-AS1	0	0	0	0
GNG10P1	0	0	0	0
FANK1	72	82	75	59
RNU2-42P	12	14	20	16
DHX32	9208	9169	8751	9508
BCCIP	10273	10486	10803	10782
MIR4484	0	0	0	0
UROS	6175	6178	6269	6748
MMP21	0	2	0	2
EDRF1-AS1	0	0	0	0
EDRF1	5221	4768	5389	5614
EDRF1-DT	126	49	88	82
LOC283038	0	0	4	0
ALDOAP2	0	0	2	0
LOC102724793	0	0	0	0
TEX36	0	0	0	0
TEX36-AS1	0	0	0	0
LOC124902522	0	0	0	0
LOC105378545	0	0	0	0
LOC105378544	0	0	0	0
LOC124902521	0	0	0	0
RPS27P18	0	0	0	0
LOC105378543	0	0	0	0
LOC105378542	5	11	14	13
LOC105378541	12	31	21	42
MRPS21P6	0	0	0	0
MIR4296	19	6	18	25
LOC124902520	18	19	14	47
CTBP2	20624	18362	19020	20429
ZRANB1	7158	7317	6805	7875
NPM1P31	0	0	0	0
ABRAXAS2	4687	4502	4563	4792
EEF1AKMT2	2146	2226	2004	2240
FAM53B-AS1	0	1	0	0
FAM53B	7256	7078	6481	7426
RPS10P18	0	0	0	0
LHPP	272	350	187	274
NKX1-2	170	196	170	212
OATP1	0	0	0	2
OAT	14576	14906	14945	15695
LOC107984184	0	0	0	0
CHST15	16036	12759	14950	13637
YBX2P1	1	0	0	0
LOC107984128	123	62	60	68
LOC105378534	0	0	0	1
LOC105378533	0	0	0	0
CPXM2	3	4	4	4
LOC105378532	75	75	102	71
GPR26	0	2	2	0
LOC105378530	0	0	0	0
LINC02641	1	7	2	2
LOC107984275	88	81	122	116
RPS26P39	0	2	0	0
BUB3	24947	23985	24390	25458
HMX2	0	0	0	0
HMX3	0	0	0	0
ACADSB	3060	2855	2884	2988
IKZF5	3670	3603	3571	3834
PSTK	794	649	678	761
LOC124902519	418	371	458	393
C10orf88	1215	1248	1341	1383
FAM24A	0	0	0	0
C10orf88B	428	468	344	437
FAM24B	126	207	136	176
CUZD1	0	0	0	0
FAM24B-CUZD1	3	11	4	9
LOC124900290	0	0	0	0
DMBT1L1	0	0	0	0
C10orf120	0	0	0	0
LOC112577516	0	0	0	0
DMBT1	1598	2057	1548	2579
HTRA1	9023	9076	9646	10624
ARMS2	0	0	1	2
LOC105378525	7	11	7	13
MIR3941	2	1	4	5
PLEKHA1	6398	6290	6572	7440
RNU6-728P	0	0	0	0
BTBD16	246	185	172	226
LOC124902518	2	0	2	2
TACC2	37614	33630	34927	35067
LOC124902517	71	40	62	92
NSMCE4A	3518	3641	3836	4268
ATE1-AS1	52	21	46	46
ATE1	8573	7893	7490	7967
RPS15AP5	0	0	0	0
LOC107984183	0	0	0	0
FGFR2	218	314	234	278
RN7SKP167	0	0	0	0
LOC105378523	0	0	0	0
LINC01153	0	0	0	0
RPL19P16	22	10	10	12
LOC105378522	0	0	0	0
LOC124902515	0	0	0	0
LOC124902516	0	0	0	0
LOC105378521	2	11	0	0
LOC105378520	0	1	0	0
LOC105378519	0	0	2	4
WDR11	11193	10460	9698	10587
WDR11-DT	8	2	4	0
LINC02930	0	0	0	0
LINC01561	4	1	2	0
PLPP4	58	98	56	68
RPL21P16	3098	2670	3159	2487
LOC105378515	2	0	0	0
LOC124902514	0	0	0	0
NACAP2	0	0	0	0
MIR4682	3	0	2	1
SEC23IP	12036	11359	11457	12024
MCMBP	19399	19473	18853	20460
PHACTR2P1	0	2	0	6
LOC105378513	0	0	4	0
RN7SL846P	0	7	3	1
INPP5F	4475	4469	4366	4772
TXNP1	0	0	0	0
LOC124902513	1	5	0	5
BAG3	11843	11500	11400	12467
RPS8P4	1	2	0	0
RAD1P1	0	2	3	0
LOC105378512	323	306	278	380
TIAL1	17634	16716	17691	17905
RGS10	1844	1813	2051	2006
MIR4681	0	0	1	0
LOC105378511	0	0	2	0
RN7SL749P	2	2	5	12
GRK5	345	302	298	310
PRDX3	19435	19430	19505	20384
SFXN4	4799	4820	4330	4991
DENND10	3297	3308	3202	3411
LOC124900296	12	20	16	9
SNORA19	54	66	65	61
EIF3A	78797	68972	76858	74259
NANOS1	336	426	315	441
LOC124902512	16	5	11	27
LDHAP5	6	1	0	2
RPL17P36	7	3	10	3
LOC124902511	6	0	2	4
LOC107987151	0	0	0	0
CACUL1	17751	17819	16079	18520
TOMM22P5	0	0	0	2
PRLHR	0	0	0	1
SLC25A18P1	0	0	0	0
LOC105378507	6	6	9	9
LINC00867	3	0	1	0
FAM204A	5515	5262	4916	5374
LINC02944	0	0	0	0
CASC2	105	164	142	126
RAB11FIP2	7360	6899	6682	6894
LOC105378504	0	4	2	2
LINC02674	0	0	0	0
LOC124902556	1	0	0	0
LOC107984274	0	0	0	0
LOC124902555	0	2	0	0
EMX2	0	0	0	0
EMX2OS	0	0	4	0
LOC105378502	0	0	0	0
PDZD8	28218	27845	25132	28312
SLC18A2	2	8	0	3
SLC18A2-AS1	0	0	0	0
KCNK18	0	0	0	0
RPL12P26	0	0	0	0
MIR3663	0	0	0	0
MIR3663HG	0	0	0	0
VAX1	0	0	0	0
SHTN1	7999	8302	7580	7828
ENO4	18	13	12	9
MIR9851	11	8	8	14
LOC124902510	0	0	0	0
PNLIPP1	0	0	0	0
PNLIP	4	0	0	2
RNU6-1090P	0	0	0	0
HMGB3P8	0	0	0	0
PNLIPRP3	3025	2957	3313	3298
SNRPGP6	0	0	0	0
CCDC172	0	0	0	0
LOC107984273	0	0	0	0
SNORD158	0	0	0	0
GFRA1	14	25	18	12
LOC105378497	0	0	0	0
NTAN1P1	0	0	0	0
ATRNL1	3	0	2	4
LOC105378496	0	0	0	0
LOC124902509	0	0	0	0
LOC107984272	0	0	0	0
LINC02626	14	11	7	11
RNU6-1121P	0	0	0	0
TRUB1	7354	6944	6967	7355
RPL15P13	0	0	0	0
FHIP2A	6922	6818	6791	7418
TAF9BP2	0	0	2	0
LOC124902508	70	39	66	72
LOC101927692	0	2	10	0
PPIAP19	6	11	19	1
LOC124902588	0	0	0	0
ABLIM1	34091	31594	30851	33467
RN7SL384P	0	9	2	0
LOC105378494	2	0	2	4
AFAP1L2	109	130	104	145
AURKAP2	1	0	0	0
VWA2	2	0	0	0
TDRD1	0	4	1	4
MIR2110	0	0	0	0
CCDC186	5312	4770	4995	4907
UBE2V1P5	0	0	0	0
RNU6-709P	0	0	0	0
LOC124902554	0	0	0	0
ADRB1	104	102	111	131
LOC105378493	12	4	4	3
LOC105378492	0	0	0	0
LOC124902507	0	0	0	0
LOC124902506	47	66	86	100
NHLRC2	16641	16957	15122	17230
DCLRE1A	3005	2931	2759	3094
LOC124900297	0	0	0	0
MIR4483	0	0	0	0
PLEKHS1	0	0	2	0
LOC124902505	0	0	0	0
CASP7	2414	2340	2391	2616
NRAP	0	0	0	0
HABP2	0	0	0	0
LOC124902504	0	0	0	0
PPIAP39	0	0	0	0
LOC107984270	0	0	0	0
RNU7-165P	0	0	0	0
LOC105378490	2	0	0	2
SNORA87	31	30	13	19
RPS15AP30	22	4	30	19
LOC124902502	8	11	13	15
TCF7L2	5679	4875	5267	5095
LINC02935	6	7	6	13
LOC103344931	995	1207	931	1180
MIR4295	0	0	0	0
LOC124902503	311	294	254	295
VTI1A	3778	3685	3533	4150
ZDHHC6	5556	5172	6502	6333
ACSL5	1577	1314	1366	1295
GUCY2GP	0	8	4	3
MIR6715B	0	0	0	0
MIR6715A	0	0	0	0
TECTB	0	0	0	0
GPAM	8095	7712	7464	8641
LOC107984268	0	0	0	2
LOC124902501	0	0	0	0
RPS6P15	0	0	0	0
LOC105378485	0	0	0	0
LOC105378484	0	0	0	0
BTBD7P2	0	0	0	0
HEAT2	0	0	0	0
LOC724065	0	0	0	0
ADRA2A	2	0	2	6
MIR548E	6	5	7	2
RPL13AP6	10	8	5	7
SHOC2	8581	8777	7685	8416
BBIP1	1652	1743	1589	1674
MIR4680	0	0	0	0
PDCD4	14298	11925	13108	11923
PDCD4-AS1	92	62	83	89
LOC124902500	0	1	1	0
LOC124902499	0	0	0	5
RNA5SP327	0	0	0	0
RN7SKP288	0	0	0	0
LOC124902498	0	0	0	0
RBM20	6	17	10	17
LOC124902586	15	9	5	3
SMC3	16258	14674	16410	15642
LOC105378483	4	11	13	8
RPL7P35	0	0	0	0
DUSP5	3476	3970	3282	4304
DUSP5-DT	16	15	20	12
HMGB3P5	0	0	0	0
LOC105378482	35	3	18	45
SMNDC1	8011	7649	9336	8479
LOC105378480	6	0	0	0
MXI1	3566	3207	3548	3224
LOC105378479	0	0	0	0
SNRPGP12	0	0	0	0
ADD3	7341	6760	6570	6717
ADD3-AS1	6	11	10	6
RNU4-5P	1	2	3	2
XPNPEP1	8174	7396	7111	7884
RPL21P91	0	0	0	0
XIAPP1	7	5	0	7
BTF3P15	0	0	0	0
PHB2P1	0	0	0	0
LOC107984182	0	0	0	0
RNU6-839P	0	0	0	0
RNU5B-6P	0	0	0	0
RN7SKP278	0	0	0	0
MAPKAPK5P1	0	0	0	0
LINC02661	0	0	0	0
LOC105378477	0	0	0	0
PTGES3P5	0	0	0	0
LOC105378476	0	0	0	0
LINC01435	0	0	0	0
LOC101927573	0	0	0	0
RNA5SP326	0	0	0	0
LOC105378474	0	0	0	0
LOC105378475	0	0	0	0
RNA5SP325	0	0	0	0
LOC105378473	10	4	3	0
SORCS1	22	1	17	20
LOC105378472	0	0	0	0
RPL23AP59	0	0	0	0
LOC102724439	0	0	0	0
LINC02624	0	0	0	0
LOC105378469	1	0	3	0
LOC124902553	1	0	0	0
LOC105378468	0	0	0	0
YWHAZP5	24	35	39	19
PPIAP38	0	0	0	0
LINC02627	0	0	0	0
LOC107984266	0	0	0	0
RNU6-463P	0	0	0	0
LOC105378467	0	0	0	0
LOC105378466	0	0	0	0
LOC105378465	0	0	0	0
SORCS3-AS1	0	0	0	0
SORCS3	4	1	3	2
LOC105378464	0	0	0	0
LINC02620	0	0	0	0
LOC124902590	2	0	0	0
CFAP58-DT	20	9	6	8
CFAP58	91	84	114	95
ITPRIP-AS1	4	8	5	5
ITPRIP	7179	7197	7109	7784
GSTO2	3501	3708	3131	3898
MIR4482	9	6	13	11
GSTO1	9282	9398	9520	10332
LOC124902497	18	14	23	35
MIR609	0	0	0	0
LOC751602	0	0	0	0
CFAP43	24	17	20	31
SFR1	901	833	744	841
MIR936	9	6	12	5
COL17A1	33508	28199	33516	32070
RN7SL524P	0	1	0	0
SLK	32023	30325	31042	29842
LOC102724351	83	77	72	79
STN1	7790	7295	7118	7586
SH3PXD2A-AS1	688	772	627	786
LOC124902495	12	38	36	32
SH3PXD2A	9400	9106	8570	9872
LOC124902496	6	2	0	0
NEURL1	4	0	0	4
NEURL1-AS1	0	0	0	0
CALHM3	2	0	2	0
CALHM1	0	0	2	0
LOC124902494	39	32	20	42
CALHM2	545	705	521	782
PDCD11	21722	22019	22145	24374
MIR1307	1	3	2	2
ATP5MK	9754	9974	10642	10958
TAF5	2110	2042	2224	2302
RNU11-3P	12	2	3	4
PCGF6	1635	2016	1476	1893
INA	2	1	0	0
RPEL1	25	12	4	16
ST13P13	0	2	4	1
MARCKSL1P1	0	6	0	4
RPS15AP29	22	10	8	9
NT5C2	6244	6734	6597	7201
CNNM2	1438	1319	1269	1288
LOC107984265	0	0	0	0
RPL22P17	0	0	0	0
AS3MT	7	3	7	1
LOC124902567	4	8	8	6
BORCS7	924	950	904	931
BORCS7-ASMT	0	0	0	0
PTGES3P4	29	22	12	26
PFN1P11	6	0	1	1
CYP17A1-AS1	2	0	0	0
CYP17A1	0	0	0	0
RNU6-1231P	0	0	3	6
WBP1L	6369	5233	6145	5966
SFXN2	1188	1276	994	1290
ARL3	1716	1807	1825	1834
LOC105378460	3	9	6	12
TRIM8	10774	10458	9626	11380
RNU6-43P	4	1	0	7
RPL23AP58	0	0	0	0
SUFU	2953	2869	2782	3043
ACTR1A	13474	13554	12875	15240
MFSD13A	1621	1528	1386	1763
LOC124902493	9	0	7	17
C10orf95	147	85	114	145
C10orf95-AS1	1346	1280	1123	1220
MIR146B	0	0	0	0
CUEDC2	4620	4878	4348	5337
FBXL15	1365	1461	1294	1464
PSD	86	93	94	95
NFKB2	13149	11040	12180	13516
LOC107984263	0	2	0	4
GBF1	19674	19276	18616	21039
PITX3	0	2	0	0
ELOVL3	76	37	57	65
NOLC1	44552	42555	43920	45173
PPRC1	14414	14000	13365	16170
LDB1	5764	5771	5998	6600
HPS6	3554	3700	3237	4072
LOC124902492	0	0	0	0
LOC101927445	3	0	0	0
ARMH3	4103	4031	3814	4130
KCNIP2	139	230	187	225
KCNIP2-AS1	21	30	18	20
OGA	20308	19565	18627	20756
NPM3	4721	5171	4754	5487
FGF8	25	20	15	18
LOC105378457	0	0	0	0
LOC105378458	2	6	3	4
LOC105378455	21	14	14	25
LOC105378456	2	0	0	0
RNU6-1165P	4	0	0	0
FBXW4	3156	3267	2790	3320
MIR3158-2	3	1	0	1
MIR3158-1	0	0	0	0
DPCD	977	943	794	946
POLL	3422	3249	3088	3604
LOC124902576	0	0	0	0
RNU2-59P	0	0	0	0
BTRC	3608	3533	3402	3510
RNU2-43P	0	0	0	0
LOC105378453	0	0	0	0
LOC124902597	0	0	0	0
LINC02681	0	0	0	0
LBX1-AS1	2	3	0	2
LBX1	0	0	0	0
LOC124902491	36	26	33	32
SMARCE1P7	0	0	0	0
LINC01514	0	0	0	0
RNY5P7	0	0	0	0
TLX1	0	0	0	0
TLX1NB	0	0	0	0
KAZALD1	337	453	286	517
LOC107984262	34	90	60	77
SFXN3	5100	5023	4754	5162
PDZD7	113	169	131	175
LZTS2	2538	2904	2710	3077
TWNK	5333	4943	5367	5765
MRPL43	4201	4470	4363	4785
MIR608	0	8	1	0
SEMA4G	334	321	296	281
SLF2	8206	7340	6780	7184
PAX2	0	0	0	0
HIF1AN	11617	10987	10586	12478
NDUFB8	6897	6700	7497	7203
SEC31B	1835	1537	1596	1896
WNT8B	5	6	14	2
OLMALINC	433	482	516	475
SCD	205024	220937	208930	236505
PKD2L1	0	0	0	0
BLOC1S2	3595	4295	3913	4558
RNU6-422P	0	0	0	0
PHB1P9	0	0	0	0
SNORA12	277	190	162	247
CWF19L1	4621	4286	4222	4814
CHUK	6746	6747	6776	7051
ERLIN1	10755	10093	10051	10350
SPCS2P2	0	0	0	0
TPM4P1	0	0	0	0
CYP2C23P	2	2	6	4
MTATP8P4	0	0	0	0
CPN1	0	0	0	0
LOC124902583	0	0	0	0
LOC124902490	0	0	0	0
DNMBP-AS1	8	31	18	13
DNMBP	4288	4387	4557	4948
NANOGP6	0	2	2	0
ABCC2	21563	21032	21721	23750
CUTC	2652	2943	2711	3123
EBAG9P1	19	22	27	23
COX15	7801	7649	7149	8171
ENTPD7	3172	2910	2956	3066
LOC105378450	0	0	0	0
SLC25A28	3353	3429	3699	3883
LOC124902589	0	0	0	0
NKX2-3	0	0	0	0
LINC01475	0	0	0	0
LOC124902570	0	0	0	0
GOT1-DT	410	301	437	401
GOT1	11661	12209	10672	11956
CNNM1	2	0	0	2
RPL7P36	0	0	0	0
ARL5AP2	0	0	0	0
MIR6507	0	0	0	0
HPSE2	1	0	0	0
HPS1-AS1	4	13	5	4
MIR4685	3	5	4	7
HPS1	2054	1858	1888	2226
MIR1287	0	0	0	0
PYROXD2	532	356	484	351
LOC105378449	0	0	0	0
LOC124902489	13	26	9	24
LOXL4	0	0	2	4
R3HCC1L	1610	1635	1528	1696
MIR3085	0	0	0	0
CRTAC1	0	0	0	0
GOLGA7B	18	24	29	7
GOLGA7B-DT	0	0	0	0
LOC107984260	6	2	3	2
SFRP5	0	0	0	0
ZFYVE27	4394	4321	4278	5261
MARVELD1	60652	55995	55564	57472
AVPI1	22677	22971	24107	26828
PI4K2A	4643	5152	4195	5488
MORN4	1381	1516	1201	1505
C10orf62	9	6	14	32
HOGA1	304	385	253	429
ANKRD2	941	1998	1208	2198
LOC124902488	4	0	1	2
UBTD1	1549	1697	1556	1843
MMS19	11911	11981	10409	12478
ZDHHC16	4330	3951	3958	4383
EXOSC1	2380	2320	2296	2547
PGAM1	33644	32590	33941	36904
LOC644215	52	27	44	52
RPL34P20	51	39	27	29
RRP12	11522	11713	10638	12657
LOC105378448	7	6	4	0
FRAT2	2571	2266	2397	2371
FRAT1	321	304	338	370
RPL12P27	6	0	0	0
ARHGAP19	4395	4163	4113	4548
LOC105378447	0	0	0	0
LOC112268065	0	0	0	0
ARHGAP19-SLIT1	0	0	0	0
SLIT1-AS1	0	0	0	0
SLIT1	15	14	3	9
HMGN2P35	0	0	0	0
LCOR	13300	13391	12189	13901
LOC102723665	46	23	40	46
MIR607	0	0	0	0
RPL13AP5	11820	11262	11484	10788
RNU6-1274P	0	0	0	0
RPS2P36	0	0	9	0
RNA5SP324	0	0	0	0
PIK3AP1	264	209	199	253
LOC105378443	43	26	45	25
NPM1P26	0	1	0	2
TM9SF3	46112	42505	43287	44934
TLL2	41	32	31	37
OPALIN	0	0	0	0
DNTT	2	0	2	0
LOC124902487	2	8	10	11
NPM1P25	0	0	0	0
BLNK	62	62	72	52
ZNF518A	4891	4339	4242	4438
LOC124902486	18	23	18	16
RNU6-271P	0	0	0	0
MIR3157	3	0	0	0
CCNJ	2257	2355	2213	2346
RPL21P90	2	0	0	1
CC2D2B	19	49	21	41
ENTPD1-AS1	340	300	282	325
ENTPD1	21	31	23	38
TCTN3	5963	5378	5475	5688
ALDH18A1	17193	17306	16332	18755
RPS3AP36	0	0	0	0
SORBS1	84	64	74	88
PDLIM1	6989	7104	7329	7579
ACSM6	0	0	0	0
PAWRP1	0	0	0	0
LOC107984257	12	10	14	20
CYP2C8	0	0	0	4
CYP2C60P	0	0	0	0
CYP2C59P	0	0	0	0
LOC107984256	0	0	0	0
MTND4P20	0	0	0	0
CYP2C9	0	4	0	2
CYP2C115P	0	0	0	0
RPL7AP52	0	0	0	0
CYP2C58P	0	0	0	0
MTND4P19	0	0	0	0
CYP2C19	2	4	4	2
CYP2C18	1	4	1	10
CTBP2P2	0	0	0	0
HELLS	16969	17675	16236	18091
TBC1D12	2100	1975	1681	2138
NOC3L	9265	8587	8865	8440
PLCE1-AS1	0	0	0	0
RNU6-657P	0	0	0	0
HDAC1P1	0	0	0	0
LOC107984255	6	2	2	0
PLCE1-AS2	1	0	0	0
RNY4P26	0	0	0	0
PLCE1	262	158	185	209
LOC105378438	2	8	8	10
PIPSL	277	212	225	275
SLC35G1	1333	1295	1385	1433
RAB11AP1	0	0	0	0
LOC105378437	0	0	0	0
LGI1	0	0	0	1
LOC101927013	0	0	0	0
FRA10AC1	3167	2706	3024	3182
PDE6C	0	1	1	2
RBP4	178	143	192	147
LOC124902485	0	0	0	0
FFAR4	12	4	8	2
LOC105378436	0	0	2	0
RNA5SP323	0	0	0	0
CEP55	10351	9041	9616	9109
MYOF	39533	40759	37073	41831
RPL17P34	6	4	6	5
XRCC6P1	0	0	0	0
NIP7P1	0	2	0	0
CYP26A1	8	0	0	6
CYP26C1	8	16	7	20
EXOC6	2418	2672	2240	2690
HHEX	0	0	0	2
EIF2S2P3	7	9	18	7
LOC124902594	0	0	0	0
RN7SL644P	2	2	2	2
RPL11P4	0	0	0	0
KIF11	16705	16486	16241	17276
IDE	17623	17358	16599	17387
LOC124902484	0	0	0	0
MARK2P9	0	0	0	0
