## RunInfo	version:1.0.3	annotated_features:13545	total_fragments:67923583	pair_mapped:49241292	pair_mixed:18682291	single_mapped:0	unmapped:0	unique:67923583	ambig:0	overlap_unique:296098	overlap_ambig:0
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
L1FLnI_3q26.2a	10022	1040	1040.00	0.00488	1040	1040	1040	1040	1040.00	0.00488
L1FLnI_2q33.1t	10125	1029	1029.00	0.00484	1029	1029	1029	1029	1029.00	0.00484
L1FLnI_6p12.3h	8638	927	927.00	0.00317	927	927	927	927	927.00	0.00317
L1FLnI_15q11.2a	10387	914	914.00	0.00158	914	914	914	914	914.00	0.00158
L1FLnI_Xq13.1c	10129	907	907.00	0.00207	907	907	907	907	907.00	0.00207
L1FLnI_6q22.1u	10450	900	900.00	0.00399	900	900	900	900	900.00	0.00399
L1FLnI_3q22.3h	10142	890	890.00	0.00398	890	890	890	890	890.00	0.00398
L1FLnI_14q32.12f	9876	870	870.00	0.00416	870	870	870	870	870.00	0.00416
L1FLnI_9q22.32c	10020	835	835.00	0.00376	835	835	835	835	835.00	0.00376
L1FLnI_20q13.12e	10494	833	833.00	0.00364	833	833	833	833	833.00	0.00364
L1FLnI_9p24.1e	10093	806	806.00	0.0035	806	806	806	806	806.00	0.0035
L1FLnI_4q28.2l	8959	779	779.00	0.00319	779	779	779	779	779.00	0.00319
L1FLnI_3p26.1v	9963	770	770.00	0.00177	770	770	770	770	770.00	0.00177
L1FLnI_1p34.2d	10334	767	767.00	0.000777	767	767	767	767	767.00	0.000777
L1FLnI_12p11.23e	10135	755	755.00	0.00234	755	755	755	755	755.00	0.00234
L1FLnI_7p15.3g	10015	745	745.00	0.00278	745	745	745	745	745.00	0.00278
L1FLnI_5q31.1l	9298	727	727.00	0.00291	727	727	727	727	727.00	0.00291
L1FLnI_Xq28pa	9220	716	716.00	0.00293	716	716	716	716	716.00	0.00293
L1FLnI_11q13.5h	9091	702	702.00	0.00315	702	702	702	702	702.00	0.00315
L1FLnI_5q33.1a	8804	696	696.00	0.00242	696	696	696	696	696.00	0.00242
L1FLnI_Xq28sa	9220	670	670.00	0.00279	670	670	670	670	670.00	0.00279
L1FLnI_13q14.2p	10010	651	651.00	0.00256	651	651	651	651	651.00	0.00256
L1FLnI_2q37.1l	8559	630	630.00	0.00313	630	630	630	630	630.00	0.00313
L1FLnI_12q15j	9996	617	617.00	0.00241	617	617	617	617	617.00	0.00241
L1FLnI_18p11.21i	10013	609	609.00	0.00124	609	609	609	609	609.00	0.00124
L1FLnI_Xq21.1pd	8543	604	604.00	0.000507	604	604	604	604	604.00	0.000507
L1FLnI_10q23.31m	11520	567	567.00	0.00231	567	567	567	567	567.00	0.00231
L1FLnI_19q13.11a	10082	557	557.00	0.00218	557	557	557	557	557.00	0.00218
L1FLnI_1q25.1m	10016	543	543.00	0.00223	543	543	543	543	543.00	0.00223
L1FLnI_5q13.2d	10105	540	540.00	0.00129	540	540	540	540	540.00	0.00129
L1FLnI_1q23.3u	8605	528	528.00	0.000509	528	528	528	528	528.00	0.000509
L1FLnI_1q31.1k	8777	521	521.00	9.01e-05	521	521	521	521	521.00	9.01e-05
L1FLnI_14q12ya	9227	512	512.00	0.00189	512	512	512	512	512.00	0.00189
L1FLnI_8q21.3da	9918	510	510.00	0.00213	510	510	510	510	510.00	0.00213
L1FLnI_15q13.2e	10212	477	477.00	0.00217	477	477	477	477	477.00	0.00217
L1FLnI_15q15.3a	10026	472	472.00	0.00226	472	472	472	472	472.00	0.00226
L1FLnI_5q31.1a	8891	462	462.00	0.00176	462	462	462	462	462.00	0.00176
L1FLnI_8q23.1y	8951	460	460.00	0.00156	460	460	460	460	460.00	0.00156
L1FLnI_19q13.2d	10138	459	459.00	0.00212	459	459	459	459	459.00	0.00212
L1FLnI_6q25.3e	9025	455	455.00	0.00199	455	455	455	455	455.00	0.00199
L1FLnI_Xq26.3m	10141	453	453.00	0.000157	453	453	453	453	453.00	0.000157
L1FLnI_11p15.2f	10115	448	448.00	0.00207	448	448	448	448	448.00	0.00207
L1FLnI_13q13.3t	10057	436	436.00	0.00175	436	436	436	436	436.00	0.00175
L1FLnI_Xq22.3y	10150	432	432.00	0.00191	432	432	432	432	432.00	0.00191
L1FLnI_8p23.1h	10133	427	427.00	0.0014	427	427	427	427	427.00	0.0014
L1FLnI_5p12k	10146	425	425.00	0.00166	425	425	425	425	425.00	0.00166
L1FLnI_6q21f	8527	415	415.00	0.0013	415	415	415	415	415.00	0.0013
L1FLnI_18q12.2j	9018	395	395.00	0.000975	395	395	395	395	395.00	0.000975
L1FLnI_Xq21.1of	9805	395	395.00	0.000813	395	395	395	395	395.00	0.000813
L1FLnI_2q11.1b	10108	383	383.00	0.00178	383	383	383	383	383.00	0.00178
L1FLnI_2q31.1q	10027	380	380.00	0.00188	380	380	380	380	380.00	0.00188
L1FLnI_Xq13.3u	9983	380	380.00	0.00041	380	380	380	380	380.00	0.00041
L1FLnI_10q23.33a	10121	375	375.00	0.000793	375	375	375	375	375.00	0.000793
L1FLnI_5q15z	10910	366	366.00	0.0017	366	366	366	366	366.00	0.0017
L1FLnI_18q21.32b	8591	366	366.00	0.00137	366	366	366	366	366.00	0.00137
L1FLnI_9p21.3i	8506	363	363.00	0.00139	363	363	363	363	363.00	0.00139
L1FLnI_Xq22.3ba	10017	359	359.00	0.00118	359	359	359	359	359.00	0.00118
L1FLnI_6q16.3c	10149	357	357.00	0.00136	357	357	357	357	357.00	0.00136
L1FLnI_20q11.22	10108	356	356.00	0.00165	356	356	356	356	356.00	0.00165
L1FLnI_13q14.11g	10026	356	356.00	0.00113	356	356	356	356	356.00	0.00113
L1FLnI_20q13.13	10155	351	351.00	0.00154	351	351	351	351	351.00	0.00154
L1FLnI_12p13.32g	10346	351	351.00	0.000917	351	351	351	351	351.00	0.000917
L1FLnI_15q21.1c	8944	338	338.00	0.00159	338	338	338	338	338.00	0.00159
L1FLnI_2q36.2	8911	329	329.00	0.00133	329	329	329	329	329.00	0.00133
L1FLnI_14q23.3q	8520	328	328.00	0.00133	328	328	328	328	328.00	0.00133
L1FLnI_Xq21.1ne	10147	326	326.00	0.000835	326	326	326	326	326.00	0.000835
L1FLnI_Xq13.3pa	8895	324	324.00	0.00144	324	324	324	324	324.00	0.00144
L1FLnI_5p13.2v	10102	324	324.00	0.00127	324	324	324	324	324.00	0.00127
L1FLnI_1q31.3h	8738	323	323.00	0.00131	323	323	323	323	323.00	0.00131
L1FLnI_5q13.2a	10012	322	322.00	0.00127	322	322	322	322	322.00	0.00127
L1FLnI_2q32.1ma	10462	317	317.00	0.00159	317	317	317	317	317.00	0.00159
L1FLnI_4q35.2k	10076	317	317.00	0.00112	317	317	317	317	317.00	0.00112
L1FLnI_7q33b	9844	316	316.00	0.00127	316	316	316	316	316.00	0.00127
L1FLnI_Xp11.3ia	10143	313	313.00	1.06e-05	313	313	313	313	313.00	1.06e-05
L1FLnI_Xq26.2j	9969	309	309.00	8.17e-05	309	309	309	309	309.00	8.17e-05
L1FLnI_1p22.2g	9589	301	301.00	0.000162	301	301	301	301	301.00	0.000162
L1FLnI_8q22.3j	10157	297	297.00	0.00119	297	297	297	297	297.00	0.00119
L1FLnI_2q12.3g	9224	294	294.00	0.00131	294	294	294	294	294.00	0.00131
L1FLnI_13q22.1a	9608	293	293.00	0.0011	293	293	293	293	293.00	0.0011
L1FLnI_Xq26.3h	10460	277	277.00	0.00124	277	277	277	277	277.00	0.00124
L1FLnI_4q13.2o	10138	274	274.00	0.00116	274	274	274	274	274.00	0.00116
L1FLnI_5q13.3h	10032	273	273.00	0.0011	273	273	273	273	273.00	0.0011
L1FLnI_4q27u	9615	272	272.00	0.00115	272	272	272	272	272.00	0.00115
L1FLnI_1p22.1d	10082	267	267.00	0.00126	267	267	267	267	267.00	0.00126
L1FLnI_21q22.3b	9490	265	265.00	0.00129	265	265	265	265	265.00	0.00129
L1FLnI_Yq11.222r	10034	263	263.00	1.35e-07	263	263	263	263	263.00	1.35e-07
L1FLnI_1q24.3l	10139	259	259.00	0.000859	259	259	259	259	259.00	0.000859
L1FLnI_8q21.3aa	10146	258	258.00	0.00105	258	258	258	258	258.00	0.00105
L1FLnI_Xq25q	10410	246	246.00	0.000756	246	246	246	246	246.00	0.000756
L1FLnI_1p13.3e	10012	243	243.00	0.00103	243	243	243	243	243.00	0.00103
L1FLI_16p12.3b	8046	239	239.00	0.000875	239	239	239	239	239.00	0.000875
L1FLnI_8q21.13ja	9914	239	239.00	0.000823	239	239	239	239	239.00	0.000823
L1FLnI_8q22.2h	10137	239	239.00	0.000802	239	239	239	239	239.00	0.000802
L1FLnI_12q24.32d	10476	235	235.00	0.00114	235	235	235	235	235.00	0.00114
L1FLnI_2p23.3a	10100	233	233.00	0.00108	233	233	233	233	233.00	0.00108
L1FLnI_9q13k	10105	229	229.00	0.00101	229	229	229	229	229.00	0.00101
L1FLnI_7q22.2a	10152	227	227.00	0.00121	227	227	227	227	227.00	0.00121
L1FLnI_Xq11.2v	10009	220	220.00	0.000483	220	220	220	220	220.00	0.000483
L1FLnI_20p11.21t	10142	219	219.00	0.000912	219	219	219	219	219.00	0.000912
L1FLnI_2p23.1c	10024	218	218.00	0.00105	218	218	218	218	218.00	0.00105
L1FLnI_1q32.2g	10085	218	218.00	0.000415	218	218	218	218	218.00	0.000415
L1FLnI_12q13.11y	9174	217	217.00	0.000606	217	217	217	217	217.00	0.000606
L1FLnI_18p11.22g	9823	215	215.00	0.000871	215	215	215	215	215.00	0.000871
L1FLnI_2q24.2c	10381	215	215.00	0.000712	215	215	215	215	215.00	0.000712
L1FLnI_1q42.2c	10662	214	214.00	0.00102	214	214	214	214	214.00	0.00102
L1FLnI_3q13.33d	10076	214	214.00	0.000963	214	214	214	214	214.00	0.000963
L1FLnI_5q13.3b	10137	213	213.00	0.000755	213	213	213	213	213.00	0.000755
L1FLnI_Xq21.1pc	8997	213	213.00	0.000731	213	213	213	213	213.00	0.000731
L1FLnI_11q21n	9536	211	211.00	0.00081	211	211	211	211	211.00	0.00081
L1FLnI_15q22.2a	9845	210	210.00	0.000952	210	210	210	210	210.00	0.000952
L1FLnI_Xp11.21dc	8982	208	208.00	0.00097	208	208	208	208	208.00	0.00097
L1FLnI_6q14.2j	10334	208	208.00	0.000963	208	208	208	208	208.00	0.000963
L1FLnI_15q26.1c	9982	207	207.00	0.000929	207	207	207	207	207.00	0.000929
L1FLnI_13q14.11s	8508	205	205.00	0.00095	205	205	205	205	205.00	0.00095
L1FLnI_12q14.1la	9993	201	201.00	0.000601	201	201	201	201	201.00	0.000601
L1FLnI_4q32.3da	10048	200	200.00	0.000908	200	200	200	200	200.00	0.000908
L1FLnI_2q14.1ga	10142	199	199.00	0.00094	199	199	199	199	199.00	0.00094
L1FLnI_4q28.2a	10017	195	195.00	0.000857	195	195	195	195	195.00	0.000857
L1FLnI_15q22.31a	9032	194	194.00	0.000756	194	194	194	194	194.00	0.000756
L1FLnI_11q14.1s	10120	193	193.00	0.000862	193	193	193	193	193.00	0.000862
L1FLnI_9p11.2a	10116	192	192.00	0.000823	192	192	192	192	192.00	0.000823
L1FLnI_6q13m	9657	192	192.00	0.000782	192	192	192	192	192.00	0.000782
L1FLnI_5q31.3b	9425	191	191.00	0.000672	191	191	191	191	191.00	0.000672
L1FLnI_7q33c	10029	188	188.00	0.000473	188	188	188	188	188.00	0.000473
L1FLnI_3q26.2g	10492	187	187.00	4.14e-10	187	187	187	187	187.00	4.14e-10
L1FLnI_13q34a	10121	186	186.00	0.000366	186	186	186	186	186.00	0.000366
L1FLnI_12q23.1b	10028	183	183.00	0.000866	183	183	183	183	183.00	0.000866
L1FLnI_12p11.22h	9845	183	183.00	0.000692	183	183	183	183	183.00	0.000692
L1FLnI_10q25.3l	10440	183	183.00	0.000619	183	183	183	183	183.00	0.000619
L1FLnI_19p13.2c	9575	182	182.00	0.000859	182	182	182	182	182.00	0.000859
L1FLnI_15q22.31b	10109	180	180.00	0.000878	180	180	180	180	180.00	0.000878
L1FLnI_4q28.1la	10381	180	180.00	0.000731	180	180	180	180	180.00	0.000731
L1FLnI_19q13.31d	9711	179	179.00	0.000778	179	179	179	179	179.00	0.000778
L1FLnI_4q26wa	8772	178	178.00	0.000763	178	178	178	178	178.00	0.000763
L1FLnI_7q31.1y	10097	178	178.00	0.000712	178	178	178	178	178.00	0.000712
L1FLnI_12p13.33a	9682	176	176.00	0.000732	176	176	176	176	176.00	0.000732
L1FLI_14q23.2	8045	176	176.00	0.00026	176	176	176	176	176.00	0.00026
L1FLnI_2q14.2m	11266	174	174.00	0.000767	174	174	174	174	174.00	0.000767
L1FLnI_9q13g	10103	174	174.00	0.00076	174	174	174	174	174.00	0.00076
L1FLnI_15q13.2c	10382	173	173.00	0.000842	173	173	173	173	173.00	0.000842
L1FLnI_9q21.13k	9715	173	173.00	3.1e-07	173	173	173	173	173.00	3.1e-07
L1FLnI_1p13.2m	9819	172	172.00	0.00072	172	172	172	172	172.00	0.00072
L1FLnI_15q26.2l	10155	170	170.00	0.000774	170	170	170	170	170.00	0.000774
L1FLnI_9q21.32i	10031	168	168.00	0.000813	168	168	168	168	168.00	0.000813
L1FLnI_Xq22.1n	8897	166	166.00	0.000135	166	166	166	166	166.00	0.000135
L1FLnI_2q24.1ma	8595	166	166.00	3.58e-08	166	166	166	166	166.00	3.58e-08
L1FLnI_Xq22.1la	9923	165	165.00	0.000684	165	165	165	165	165.00	0.000684
L1FLnI_12q24.22a	10736	163	163.00	0.000874	163	163	163	163	163.00	0.000874
L1FLnI_11p12xa	10016	162	162.00	0.000775	162	162	162	162	162.00	0.000775
L1FLnI_6q15i	10111	161	161.00	0.000501	161	161	161	161	161.00	0.000501
L1FLnI_2p21b	10151	160	160.00	0.000705	160	160	160	160	160.00	0.000705
L1FLnI_18p11.21k	10110	160	160.00	0.000631	160	160	160	160	160.00	0.000631
L1FLnI_7p14.2e	9065	160	160.00	0.000517	160	160	160	160	160.00	0.000517
L1FLnI_7q11.23b	10027	159	159.00	0.000754	159	159	159	159	159.00	0.000754
L1FLnI_10q22.3h	8797	159	159.00	0.000609	159	159	159	159	159.00	0.000609
L1FLnI_1p21.3b	9229	158	158.00	0.000569	158	158	158	158	158.00	0.000569
L1FLnI_8q24.22g	9342	157	157.00	0.000679	157	157	157	157	157.00	0.000679
L1FLnI_Xq12g	10031	157	157.00	0.000598	157	157	157	157	157.00	0.000598
L1FLnI_3q13.33x	10446	155	155.00	0.000744	155	155	155	155	155.00	0.000744
L1FLnI_12q23.3g	10425	153	153.00	0.000716	153	153	153	153	153.00	0.000716
L1FLnI_3p11.2a	9245	152	152.00	2.98e-05	152	152	152	152	152.00	2.98e-05
L1FLnI_15q21.2n	10019	150	150.00	0.000774	150	150	150	150	150.00	0.000774
L1FLnI_5q22.1j	10028	150	150.00	0.000724	150	150	150	150	150.00	0.000724
L1FLnI_12p12.2g	9356	150	150.00	0.00061	150	150	150	150	150.00	0.00061
L1FLnI_16q12.1n	10070	150	150.00	0.000503	150	150	150	150	150.00	0.000503
L1FLnI_7q21.3b	8864	148	148.00	0.000583	148	148	148	148	148.00	0.000583
L1FLnI_Xp11.21fc	9297	146	146.00	0.000583	146	146	146	146	146.00	0.000583
L1FLnI_12q23.1ia	10473	145	145.00	1.47e-07	145	145	145	145	145.00	1.47e-07
L1FLnI_22q11.23b	8886	143	143.00	0.000675	143	143	143	143	143.00	0.000675
L1FLnI_3q21.2b	10030	143	143.00	0.000531	143	143	143	143	143.00	0.000531
L1FLnI_1p21.2c	10485	142	142.00	0.000457	142	142	142	142	142.00	0.000457
L1FLnI_6q22.1ca	10150	140	140.00	0.000555	140	140	140	140	140.00	0.000555
L1FLnI_8p21.2p	10130	139	139.00	0.000654	139	139	139	139	139.00	0.000654
L1FLnI_Xp11.21ec	9074	138	138.00	0.000635	138	138	138	138	138.00	0.000635
L1FLnI_1p12u	8906	138	138.00	0.000602	138	138	138	138	138.00	0.000602
L1FLnI_8q21.11n	9556	136	136.00	0.000664	136	136	136	136	136.00	0.000664
L1FLnI_7p21.3e	10144	136	136.00	0.000409	136	136	136	136	136.00	0.000409
L1FLnI_1q42.2b	8826	135	135.00	0.000404	135	135	135	135	135.00	0.000404
L1FLnI_12q23.3f	10141	132	132.00	0.000451	132	132	132	132	132.00	0.000451
L1FLnI_5q35.1d	9293	131	131.00	6.54e-05	131	131	131	131	131.00	6.54e-05
L1FLnI_13q14.2o	10385	130	130.00	0.00064	130	130	130	130	130.00	0.00064
L1FLnI_8q24.12p	10025	130	130.00	0.000567	130	130	130	130	130.00	0.000567
L1FLnI_Xp11.3ha	8778	130	130.00	0.000495	130	130	130	130	130.00	0.000495
L1FLnI_6q14.1ia	10013	129	129.00	0.000487	129	129	129	129	129.00	0.000487
L1FLnI_6q22.1ka	8979	128	128.00	0.000494	128	128	128	128	128.00	0.000494
L1FLnI_Xp11.3q	10258	128	128.00	0.000453	128	128	128	128	128.00	0.000453
L1FLnI_10p12.31a	10398	126	126.00	0.00052	126	126	126	126	126.00	0.00052
L1FLnI_9q21.12h	10125	125	125.00	0.000457	125	125	125	125	125.00	0.000457
L1FLnI_Xq13.1ja	10125	125	125.00	0.000448	125	125	125	125	125.00	0.000448
L1FLnI_4q26ua	10013	125	125.00	0.000442	125	125	125	125	125.00	0.000442
L1FLnI_14q22.1c	10063	125	125.00	5.48e-08	125	125	125	125	125.00	5.48e-08
L1FLnI_1q25.1h	10495	124	124.00	0.000472	124	124	124	124	124.00	0.000472
L1FLnI_5q31.3a	9826	122	122.00	0.000402	122	122	122	122	122.00	0.000402
L1FLnI_3q13.33aa	10025	121	121.00	0.000488	121	121	121	121	121.00	0.000488
L1FLnI_Xq13.1s	10980	120	120.00	0.00015	120	120	120	120	120.00	0.00015
L1FLnI_18q22.2e	10139	118	118.00	0.000621	118	118	118	118	118.00	0.000621
L1FLnI_Xq25o	10742	115	115.00	0.000203	115	115	115	115	115.00	0.000203
L1FLnI_Xq28ma	10025	114	114.00	0.0006	114	114	114	114	114.00	0.0006
L1FLnI_Xq26.3i	10165	114	114.00	0.000581	114	114	114	114	114.00	0.000581
L1FLnI_2q14.1ha	9588	114	114.00	0.000457	114	114	114	114	114.00	0.000457
L1FLnI_1q25.1o	10214	113	113.00	0.000307	113	113	113	113	113.00	0.000307
L1FLnI_4q31.1e	10020	113	113.00	0.000298	113	113	113	113	113.00	0.000298
L1FLnI_3p21.2m	10076	111	111.00	0.000487	111	111	111	111	111.00	0.000487
L1FLnI_2p13.1a	10196	109	109.00	0.000445	109	109	109	109	109.00	0.000445
L1FLnI_7q34a	10118	109	109.00	0.000422	109	109	109	109	109.00	0.000422
L1FLnI_20p11.21f	10031	109	109.00	0.000414	109	109	109	109	109.00	0.000414
L1FLnI_12q15k	10090	106	106.00	0.000445	106	106	106	106	106.00	0.000445
L1FLnI_11p15.5b	10180	105	105.00	0.000475	105	105	105	105	105.00	0.000475
L1FLnI_2q12.2b	10032	105	105.00	0.000364	105	105	105	105	105.00	0.000364
L1FLnI_Xq13.3fa	10281	105	105.00	7.34e-08	105	105	105	105	105.00	7.34e-08
L1FLnI_Xq11.2m	10008	104	104.00	0.000422	104	104	104	104	104.00	0.000422
L1FLnI_15q21.3aa	10009	104	104.00	0.000406	104	104	104	104	104.00	0.000406
L1FLnI_2q14.3ha	10140	104	104.00	2.39e-07	104	104	104	104	104.00	2.39e-07
L1FLnI_4q13.3bb	9175	103	103.00	0.000535	103	103	103	103	103.00	0.000535
L1FLnI_12q13.11e	11208	103	103.00	0.000494	103	103	103	103	103.00	0.000494
L1FLI_22q12.1	8047	103	103.00	0.000452	103	103	103	103	103.00	0.000452
L1FLnI_7q31.2l	9991	103	103.00	0.00044	103	103	103	103	103.00	0.00044
L1FLnI_4q12eb	10127	103	103.00	0.000353	103	103	103	103	103.00	0.000353
L1FLnI_2q22.2j	10017	102	102.00	0.000482	102	102	102	102	102.00	0.000482
L1FLnI_Xp11.21wb	9539	102	102.00	0.000389	102	102	102	102	102.00	0.000389
L1FLnI_4q21.21e	9165	101	101.00	0.000394	101	101	101	101	101.00	0.000394
L1FLnI_3q22.3n	9152	101	101.00	7.9e-08	101	101	101	101	101.00	7.9e-08
L1FLnI_16q23.3a	10002	100	100.00	0.000486	100	100	100	100	100.00	0.000486
L1FLnI_11q23.2d	10590	100	100.00	0.00044	100	100	100	100	100.00	0.00044
L1FLnI_Xq21.33oa	10017	100	100.00	0.00044	100	100	100	100	100.00	0.00044
L1FLnI_3q11.2ca	10035	100	100.00	0.000374	100	100	100	100	100.00	0.000374
L1FLnI_13q22.3a	10033	99	99.00	0.000413	99	99	99	99	99.00	0.000413
L1FLnI_3q23f	9372	99	99.00	0.000155	99	99	99	99	99.00	0.000155
L1FLnI_5q12.3j	10030	97	97.00	0.000469	97	97	97	97	97.00	0.000469
L1FLnI_13q12.11g	10343	97	97.00	0.000403	97	97	97	97	97.00	0.000403
L1FLnI_18q12.1s	9618	96	96.00	0.000363	96	96	96	96	96.00	0.000363
L1FLnI_9q21.33q	9677	95	95.00	0.000421	95	95	95	95	95.00	0.000421
L1FLnI_4p15.31r	10152	95	95.00	0.000396	95	95	95	95	95.00	0.000396
L1FLnI_21q21.1b	9595	93	93.00	0.000447	93	93	93	93	93.00	0.000447
L1FLnI_3q22.2b	9692	93	93.00	0.000333	93	93	93	93	93.00	0.000333
L1FLnI_15q22.31d	10039	92	92.00	0.000484	92	92	92	92	92.00	0.000484
L1FLnI_9p24.1f	10122	92	92.00	0.000368	92	92	92	92	92.00	0.000368
L1FLnI_2p16.3h	10209	92	92.00	0.000237	92	92	92	92	92.00	0.000237
L1FLnI_6q16.2d	9661	91	91.00	0.000427	91	91	91	91	91.00	0.000427
L1FLnI_12p11.21c	10019	91	91.00	0.000412	91	91	91	91	91.00	0.000412
L1FLnI_2q11.2b	10149	91	91.00	0.000395	91	91	91	91	91.00	0.000395
L1FLnI_9q22.31d	10019	91	91.00	0.000332	91	91	91	91	91.00	0.000332
L1FLnI_1q21.2f	10104	91	91.00	0.000273	91	91	91	91	91.00	0.000273
L1FLnI_1p12b	10161	89	89.00	0.000385	89	89	89	89	89.00	0.000385
L1FLnI_19q13.31b	9109	89	89.00	0.000358	89	89	89	89	89.00	0.000358
L1FLnI_4q21.21l	9550	89	89.00	0.000222	89	89	89	89	89.00	0.000222
L1FLnI_15q14z	10017	88	88.00	0.000425	88	88	88	88	88.00	0.000425
L1FLnI_4p13e	10481	88	88.00	0.000288	88	88	88	88	88.00	0.000288
