Gene_ID	DMSO_rep1	DMSO_rep2	GSK_rep1	GSK_rep2
RNA5SP335	0	0	0	0
NAV2	29152	21860	27811	29731
PCNAP4	0	0	0	7
E2F8	76	104	335	406
CSRP3-AS1	2	3	4	2
CSRP3	0	0	0	0
ZDHHC13	1267	1490	1783	1783
MRGPRX2	0	0	4	0
MRGPRX9P	0	0	0	0
MRGPRX10P	0	0	0	0
MRGPRX11P	0	0	0	0
MRGPRX1	0	0	0	0
MRGPRX5P	0	0	0	0
MRGPRX6P	0	0	0	0
LOC645397	0	0	0	0
MRGPRX7P	0	0	0	0
MRGPRX8P	0	0	0	0
PTPN5	0	0	0	0
IGSF22	1	0	0	0
TMEM86A	111	210	39	63
SRSF3P1	0	3	0	3
LOC105376578	12	9	12	13
SPTY2D1	3989	4224	4448	4820
SPTY2D1OS	86	102	64	61
MTCH1P2	4	12	6	3
LOC112268073	0	5	3	2
UEVLD	2448	2494	2512	2741
YWHABP2	64	52	36	34
TSG101	5203	5334	4712	5184
LDHAL6A	4	0	0	2
RNA5SP333	0	0	0	0
SAA2	18027	27285	7121	12219
SAA4	308	403	112	168
SAA2-SAA4	0	0	0	0
SLC25A51P4	1	15	0	7
MRGPRX13P	0	0	0	0
GLTPP1	1	2	2	2
MRGPRX4	6	8	269	285
MRGPRX12P	0	0	0	0
MRGPRX3	34	38	876	944
SAA3P	0	2	0	0
HIGD1AP5	0	0	3	2
SAAL1	1242	1453	1767	2157
TPH1	20	6	4	16
LOC107984317	4	0	4	8
LOC124902642	392	339	251	372
SERGEF	1815	1913	1693	1971
KCNC1	0	0	0	0
MYOD1	0	0	0	0
LINC02729	0	0	0	0
OTOG	0	0	10	4
USH1C	0	0	0	0
LOC124902641	0	0	0	0
SDHCP4	0	0	1	1
ABCC8	0	0	0	0
KCNJ11	177	152	49	64
NCR3LG1	5930	6172	7124	8654
LOC105376576	8	9	6	5
LOC124902640	338	282	317	385
NUCB2	1816	2492	1355	1766
RPS2P40	8	5	25	8
RPL29P21	0	0	0	0
RPL34P24	21	16	31	16
RNU6-593P	9	7	2	6
PIK3C2A	15260	13858	15702	16430
SNORD14B	99	75	170	166
SNORD14A	95	111	90	115
RPS13	43325	52298	39435	51753
OR7E14P	35	34	35	30
RPL36AP37	1928	3583	1237	3472
LOC124902817	5	1	1	0
SNORD147	0	0	0	5
RN7SKP90	0	0	0	0
PLEKHA7	2114	2091	4086	4514
C11orf58	12695	13690	12631	14715
LOC105376571	0	0	0	0
RN7SL188P	0	0	0	0
AKR1B1P3	0	2	2	0
LOC124900593	0	0	0	0
LOC105376572	0	0	0	0
MIR6073	0	0	0	0
SOX6	223	379	216	266
LINC02682	0	0	0	0
LOC124902800	0	0	0	0
LOC107984370	0	0	0	0
LOC105376567	0	0	0	0
LOC105376568	0	0	0	0
LINC02751	0	0	0	0
INSC	516	283	2680	2461
CALCB	24	12	6	4
OR7E41P	0	0	0	0
CALCA	0	0	0	0
CALCP	0	0	0	0
LOC124902638	4	3	2	4
CYP2R1	3327	2971	2258	2350
LOC124902639	27	29	0	2
LOC107984315	0	0	0	6
MORF4L1P3	4	0	0	1
PDE3B	4	2	10	22
PSMA1	14116	14301	14212	14613
RNU7-49P	0	0	0	0
COPB1	20294	21036	22714	23928
LOC105376670	0	0	0	0
RRAS2	6496	5804	7666	7662
RNA5SP332	0	0	0	0
LOC124902637	0	0	0	0
SPON1	14	11	13	7
LINC02683	0	0	0	0
RNA5SP331	0	0	0	0
LINC02545	0	0	0	0
LINC02548	0	0	0	0
CENPUP1	0	0	0	2
RPL39P26	0	0	0	0
FAR1	14201	12404	15349	15961
HMGN2P36	0	0	0	0
PTH	0	0	0	0
LOC124902846	0	0	0	0
BTBD10	3039	3338	5117	5645
LOC124902636	1	0	2	0
RN7SKP151	23	9	19	17
ARNTL	2818	2740	4553	5164
LOC124902635	0	0	0	0
LOC105376558	0	0	0	0
RASSF10	0	0	0	0
RASSF10-DT	0	0	0	0
LINC00958	0	0	0	0
LOC124900312	0	0	0	0
LOC107984313	3	3	6	6
TEAD1	15893	15610	19192	20939
LOC105376556	0	0	0	0
PARVA	11445	12058	10211	11494
LOC124902634	1	12	1	0
MIR6124	14	4	1	2
MICAL2	6827	7041	8853	9263
LINC02547	0	0	0	0
DKK3	2	0	14	6
H3P33	0	0	0	0
USP47	10520	10815	7158	8979
LOC107984311	15	2	2	2
MIR8070	1	4	0	0
MIR4299	0	0	2	0
LOC105376553	0	0	2	1
LOC124902632	2	3	6	12
LOC107983976	138	141	142	195
CSNK2A3	0	0	0	0
LOC124902633	0	0	0	0
GALNT18	3441	4248	5660	6060
LOC124902631	5	0	0	0
LOC124902630	1	4	6	0
MTND5P21	0	0	0	0
HMGN1P22	0	0	0	0
LOC105376548	0	0	0	0
LOC100288365	4	0	0	0
LINC02752	0	0	0	0
LOC105379882	0	0	0	0
LOC107984309	4	8	2	8
LOC124902629	4	20	10	16
ZBED5-AS1	529	748	401	417
ZBED5	3010	3131	3010	2991
LOC101928053	8	15	15	8
SNORD97	68	84	78	78
EIF4G2	73499	79593	78263	88646
CTR9	7253	8696	7919	9205
IRAG1	55	86	87	84
LYVE1	0	0	0	0
IRAG1-AS1	0	14	11	0
RNF141	4211	4356	3244	3442
MIR4485	0	0	0	0
MTRNR2L8	0	1	0	0
AMPD3	1728	2135	2051	2089
RNU6ATAC33P	0	0	0	0
CAND1.11	2	8	17	14
ADM	484	735	1325	1236
LOC653503	50	33	39	19
GLULP2	61	66	50	48
RNU7-28P	4	5	6	1
LOC101928008	0	0	0	0
LOC124902802	1	4	4	4
LOC105369149	52	63	32	34
SBF2	8696	8903	7722	8387
SBF2-AS1	1140	1625	349	434
LINC02709	51	63	19	12
RN7SKP50	0	4	0	2
SWAP70	2851	3425	3190	3896
RPL21P97	7	12	2	4
LOC124902628	0	0	0	0
RPL23AP65	4	5	4	1
LOC124902827	69	90	90	95
WEE1	2297	2906	3813	4162
ZNF143	1782	1788	1866	2053
LOC644656	175	182	105	152
SNORA23	64	47	37	33
IPO7	54119	58989	54087	63850
PRR13P2	35	25	28	28
TMEM41B	6142	4988	5555	5445
TRL-CAA5-1	0	0	0	0
DENND5A	7266	7258	5445	5528
LOC105376542	3	11	16	8
KRT8P41	0	0	0	0
MIR5691	0	0	0	0
NRIP3-DT	2	0	0	0
SCUBE2	10	6	23	5
NRIP3	229	169	451	532
TMEM9B-AS1	1067	1125	369	349
TMEM9B	3754	4001	4435	4712
ASCL3	0	0	0	0
C11orf16	0	0	0	0
AKIP1	1205	1521	1474	1810
RNA5SP330	0	0	0	0
DENND2B-AS1	0	0	0	4
LOC107984308	0	0	8	3
DENND2B	2848	3351	4277	5132
SNORA3B	151	146	230	228
SNORA3A	210	242	296	271
RPL27A	39543	57592	42402	66020
TRIM66	5343	5431	3086	4098
LOC124900315	0	0	0	0
STK33	12	14	2	8
LOC105376536	0	0	0	0
LMO1	0	0	7	0
RIC3-DT	0	0	0	0
RIC3	53	125	592	968
TUB-AS1	0	0	0	0
LOC124902627	0	0	0	0
TUB	1189	1196	1833	1676
CASC23	0	0	0	0
EIF3F	18226	21155	19134	21393
COX6CP5	0	0	0	0
OR5P1P	0	0	1	0
OR5P4P	0	0	0	0
OR10AB1P	2	0	0	0
LOC124902626	0	0	0	0
OVCH2	0	0	11	6
LOC105376533	0	0	4	0
CYB5R2	8	32	189	185
LOC105376535	2	11	0	6
PPFIBP2	756	866	629	915
LOC124902806	27	24	35	57
OLFML1	0	0	0	0
SYT9-AS1	59	68	33	27
SYT9	0	0	0	0
MIR302E	0	0	0	0
RBMXL2	0	0	0	0
NLRP14	26	34	8	11
ZNF214	317	344	217	241
LOC102724711	14	16	7	3
ZNF215	1444	1196	1525	1661
OR2D3	0	0	0	0
LOC107984019	31	28	49	45
OR2D2	5	2	4	5
OR10A4	0	0	0	0
OR10A2	4	0	0	0
OR10A5	0	0	0	0
LOC100131597	5	4	4	3
OR6A2	19	24	2	10
OR2AG1	0	4	0	0
OR2AG2	42	20	12	22
GVINP2	0	0	0	0
GVINP1	117	111	98	93
LOC124902625	0	0	0	0
RPL21P94	0	8	0	3
MRPL17	2675	2648	3481	3831
DCHS1	125	163	155	164
TPP1	7595	8866	3283	3577
TAF10	2933	3134	2766	2589
ILK	4996	5449	6182	6588
RRP8	3740	3780	3765	3995
DNHD1	3213	2799	1524	1868
LOC644169	42	55	45	37
TIMM10B	3972	4199	3473	3891
ARFIP2	7340	8171	7804	8550
TRIM3	595	689	1079	1182
HPX	8	8	18	13
APBB1	26	44	23	36
SMPD1	2778	3319	2398	2692
LOC124902624	39	31	12	19
LOC124902623	0	0	0	0
LOC101927825	133	164	177	190
CAVIN3	1048	1195	2005	1861
CCKBR	0	0	0	0
CNGA4	16	23	5	16
FHIP1B	3648	3662	4680	4601
C11orf42	2	5	4	7
OR52W1	0	0	0	0
OR52B2	0	0	0	0
OR52B1P	0	0	0	0
OR56B3P	0	0	0	0
OR56B4	0	0	0	0
LOC124902622	0	0	0	0
OR52X1P	0	0	0	0
OR52L2P	0	0	0	0
OR56A7P	0	0	0	0
LOC107984303	0	0	0	0
OR56A1	0	0	0	0
RNA5SP329	0	0	0	0
OR56A4	1	0	0	1
KRT18P58	0	0	0	0
OR52L1	0	0	0	0
LOC124902621	0	0	0	0
OR56A5	0	0	0	0
OR56A3	0	0	0	0
OR52Q1P	0	0	0	0
OR52E5	0	0	0	0
LOC112268071	0	0	0	0
OR52E4	0	0	0	0
OR52E7P	0	0	0	0
OR52E8	0	0	0	0
OR52E6	0	0	0	0
OR52N2	0	0	0	2
OR52N3P	0	0	0	0
OR52N1	0	0	0	0
OR52N5	0	0	2	0
OR56B2P	0	0	0	0
OR56B1	0	0	0	0
OR52P1	0	0	0	0
OR52N4	2	2	2	4
OR52U1P	1	6	4	0
LOC124902620	0	0	11	7
TRIM22	4452	6211	11878	12223
LOC107984302	35	17	16	41
TRIM34	1	8	5	6
TRIM6-TRIM34	0	0	0	0
TRIM6	70	127	217	259
TRIM5	2637	2828	3866	4504
OR52B6	0	0	0	0
HNRNPA1P53	2	2	2	3
OR52T1P	0	2	0	0
OR52B5P	2	0	0	0
OR52H2P	2	0	0	0
OR52H1	0	2	0	0
OR52V1P	2	2	5	0
OLFM5P	0	0	0	0
UBQLNL	6	4	4	4
UBQLN3	4	0	2	1
OR52D1	0	0	0	0
OR51A10P	0	0	0	0
OR51I2	0	0	0	0
OR51I1	0	0	0	0
OR51K1P	0	0	0	0
OR51Q1	0	0	0	0
OR51J1	0	0	1	1
OR51M1	0	0	0	0
LOC100288935	0	0	0	0
LOC100418885	0	0	0	0
OR51B6	0	0	0	0
OR51B5	0	2	7	3
OR51B8P	0	0	0	0
OR51B2	0	0	2	0
OR51B3P	0	0	0	0
OR51B4	0	0	0	8
OR51AB1P	0	0	0	0
HBE1	2	0	13	21
HBG2	0	0	0	0
HBG1	0	0	0	0
BGLT3	0	0	0	0
HBBP1	0	0	0	0
HBD	0	0	0	0
HBB	0	4	0	0
OR51V1	0	0	0	0
OR52Z1P	0	0	0	0
OR51A1P	0	0	0	0
OR52A1	0	0	0	0
OR52A5	0	0	0	0
OR51A5P	0	0	0	0
OR51A2	0	0	0	0
OR51A4	0	0	0	0
OR51A3P	0	0	0	0
OR51G1	0	0	0	0
OR51G2	0	0	0	0
OR51A7	0	0	0	0
OR51A6P	0	0	0	0
OR51T1	0	0	0	0
OR51H2P	0	0	0	0
OR51H1	0	0	0	0
OR51S1	0	0	0	0
OR51A8P	0	0	0	0
OR51F2	0	0	0	0
OR52R1	0	0	0	0
OR52Y1P	0	0	0	0
OR51N1P	0	0	0	0
OR51F1	0	0	0	0
LOC124900304	0	0	0	0
OR51F4P	0	0	0	0
OR51F3P	0	0	0	0
KRT8P49	0	0	0	0
OR51C4P	0	0	0	0
OR51F5P	0	0	0	0
MMP26	0	0	0	0
OR51C1P	0	0	0	0
OR51E2	0	0	0	0
LOC105376528	0	0	0	0
OR51A9P	0	0	0	0
OR51E1	0	0	0	0
OR51D1	0	0	0	0
TRIM68	1080	1415	1050	1028
OR52I1	0	0	0	0
OR52I2	0	0	0	0
C11orf40	0	0	0	0
OR52M1	0	0	0	0
OR52M2P	0	0	0	0
OR52K1	0	0	0	0
OR52K3P	3	0	4	1
OR52K2	0	0	0	2
OR52P2P	0	0	0	0
OR51R1P	0	0	0	0
TRIM21	946	1245	1587	1948
OR52B3P	0	0	0	0
OR52B4	0	0	0	0
SSU72P7	0	0	0	0
SSU72P3	0	0	0	0
SSU72P4	0	0	0	0
SSU72P6	0	0	0	0
SSU72P2	0	0	0	0
SSU72P5	0	0	0	0
RDXP1	0	0	0	2
LINC02749	0	0	0	1
OR55B1P	0	0	0	0
RRM1	5013	6252	11808	12871
RPS29P20	2	1	0	0
HMGN1P21	0	2	0	0
HNRNPA1P76	0	0	0	0
PPIAP40	1	0	0	0
MIR4687	0	0	0	0
STIM1	7342	8001	6985	8229
STIM1-AS1	1	12	9	20
LOC124902619	4	0	0	2
RHOG	2125	2397	3080	3561
LOC124902618	22	23	13	19
PGAP2	2593	3071	2403	2611
RNU7-50P	0	0	0	0
RNU6-1143P	8	8	3	7
LOC124902832	0	0	0	0
NUP98	19154	19368	19523	22591
CHRNA10	80	68	104	68
ART1	1	2	4	0
ART5	0	0	0	0
TRPC2	2	0	0	3
XNDC1CP	0	0	0	0
LOC124902617	0	0	0	0
OR7E117P	0	0	0	0
RPS24P14	0	0	0	0
LOC107987159	4	0	4	3
RPS3AP39	0	0	0	0
SNRPCP5	0	0	0	0
LOC107984301	0	0	0	2
LOC101927708	0	0	0	4
LOC105376526	2	4	2	6
LOC124902616	2	0	0	0
FAM86GP	18	22	32	23
OR7E12P	0	0	0	0
TSSC2	0	0	0	2
ZNF195	1815	2092	2956	3942
VN1R56P	5	12	10	6
NDUFA5P1	0	0	0	0
NDUFA5P8	0	0	0	0
MRGPRE	2	2	10	20
MRGPRG-AS1	2	0	0	0
MRGPRG	0	0	0	0
OSBPL5	42304	47399	27045	27198
LOC124902615	102	108	103	64
KCNQ1OT1	10145	10658	6250	8074
LOC124902613	2	0	0	0
TRPM5	21	8	1	6
TSSC4	3387	3200	4115	3869
CD81	25345	29483	30641	32190
LOC105376520	16	12	8	10
LOC124902611	0	2	5	1
RPL26P30	11	38	14	42
CD81-AS1	506	835	639	860
RNU6-878P	0	0	0	0
LOC124902612	4	6	12	26
TSPAN32	2	2	2	6
C11orf21	0	0	4	2
ASCL2	0	2	3	0
MIR4686	0	0	0	0
TH	1	1	20	6
INS	0	0	0	0
IGF2-AS	0	2	0	0
MIR483	0	0	0	0
IGF2	0	0	0	0
INS-IGF2	0	0	0	0
LOC390029	0	0	0	2
RPL36AP39	0	0	0	0
LOC124902610	0	0	0	0
LOC105376517	28	29	7	22
CTSD	129348	141097	73210	82953
LOC124902609	0	0	0	0
LOC124902608	0	0	0	0
LOC124902606	16	12	0	4
MIR6744	0	0	0	0
MUC5B-AS1	0	0	0	0
MUC5B	199	198	23	20
LOC124902605	89	74	66	86
LOC124902604	0	0	0	0
CHID1	7936	7963	8252	8338
TSPAN4	6237	6327	6031	4946
POLR2L	3982	5199	6439	6934
CD151	20600	19153	19661	19039
CRACR2B	1020	953	711	819
PNPLA2	10416	10122	6076	6934
SNORA52	79	49	92	57
RPLP2	48873	61158	45151	45900
PIDD1	3346	3590	10525	9633
PANO1	66	102	101	88
SLC25A22	4538	4236	5547	5221
CEND1	12	10	0	8
LOC124900301	650	838	505	516
GATD1-DT	182	264	127	160
GATD1	7561	8625	9421	8627
TALDO1	9472	10719	5664	6762
LOC105376509	1	1	2	0
EPS8L2	18845	22636	42785	44974
TMEM80	3661	3932	1609	1609
LOC124902603	11	6	14	35
LOC124902805	10	9	12	31
RN7SL838P	5	11	6	17
LOC105376506	54	83	83	72
ANO9	3694	4820	5498	6222
SIGIRR	2040	2115	689	755
PKP3	20983	21383	21903	20549
B4GALNT4	3604	3781	5592	4873
IFITM3	64330	73008	43054	58650
LOC105376505	34	45	9	15
IFITM1	1031	1242	350	533
IFITM2	17388	18851	11770	20222
MRPS24P1	0	0	0	0
IFITM5	0	0	0	0
PGGHG	2875	3093	1030	883
NLRP6	14	4	4	1
COX8BP	0	0	0	0
LOC100420679	2	2	4	12
PSMD13	7426	7758	8132	9095
SIRT3	2611	2970	2125	1968
MIR6743	0	0	0	0
RIC8A	9036	9699	9774	10434
BET1L	5835	5669	5210	5923
ODF3	10	0	2	0
SCGB1C1	0	0	0	0
LOC101930129	6	1	4	6
RNU6-447P	0	0	0	0
LOC112268070	38	50	24	45
LINC01001	78	83	126	103
CICP23	0	0	0	0
SEPTIN14P11	10	7	0	4
OR4F2P	0	1	0	0
WBP1LP10	0	0	0	0
RPL23AP60	0	0	0	0
DUX4L15	0	0	0	0
DUX4L14	0	0	0	0
DUX4L13	0	0	0	0
DUX4L12	0	0	0	0
DUX4L11	0	0	0	0
DUX4L10	0	0	0	0
DUX4L29	0	0	0	0
DUX4L20	0	0	0	0
DUX4L21	0	0	0	0
DUX4L22	0	0	0	0
DUX4L23	0	0	0	0
DUX4L24	0	0	0	0
DUX4L25	0	0	0	0
DUX4L28	0	0	0	0
CLUHP5	0	0	0	0
AGGF1P2	28	20	19	8
RARRES2P2	0	0	0	0
FRG2B	0	0	0	0
OR6L1P	0	0	0	0
SPRNP1	0	1	1	0
SYCE1	0	0	0	0
CYP2E1	33	10	16	49
LOC124902569	0	0	0	1
LOC105378575	20	35	16	82
OR7M1P	4	1	0	18
SCART1	179	155	142	166
OR6L2P	4	0	0	0
LOC124902564	63	80	70	56
SPRN	53	55	41	60
MTG1	4076	3943	3032	3020
PAOX	155	139	57	40
LOC124902563	8	8	6	2
MIR3944	0	2	8	10
ECHS1	14334	15278	14983	13806
FUOM	988	828	1068	834
PRAP1	0	2	2	0
BANF1P2	14	16	11	12
CALY	2	0	4	0
ZNF511	175	261	234	212
ZNF511-PRAP1	0	0	0	0
LOC124902562	30	19	22	19
TUBGCP2	13028	13979	15252	16928
ADAM8	1313	1256	5956	6652
MIR202	0	0	0	0
MIR202HG	0	0	0	2
VENTX	0	0	0	0
UTF1	0	2	0	0
LOC105378573	24	14	8	8
LOC105378574	6	4	0	0
KNDC1	2583	2160	616	719
RPL5P28	0	0	0	2
ADGRA1	0	0	0	0
ADGRA1-AS1	0	0	0	0
LOC112268067	4	9	4	5
LOC107984283	0	0	0	0
LOC124902527	0	1	0	0
LINC01168	0	0	0	0
LINC01167	0	0	0	0
LINC01166	0	0	0	0
LOC105378572	0	0	2	0
LOC105378571	0	0	4	2
CFAP46	2	4	4	6
NKX6-2	10	6	10	4
INPP5A	2065	2118	2229	2403
LOC107984282	16	18	6	12
LOC105378569	0	0	0	0
LINC02870	32	38	67	63
LOC105378568	34	30	4	4
PWWP2B	2471	2334	2610	2637
LOC124902526	108	80	85	90
LRRC27	778	860	345	387
STK32C	2814	2772	1566	1650
DPYSL4	2	3	2	0
JAKMIP3-AS1	2	2	6	14
JAKMIP3	6	36	43	36
LOC124902525	8	1	0	0
BNIP3	4153	4196	7217	6742
PPP2R2D	3396	3709	4233	4802
LOC100134362	0	0	0	0
LOC105378566	0	0	0	0
LOC105378565	0	0	0	0
LINC01164	2	6	761	760
LOC101927461	0	0	0	0
LOC105378563	0	0	0	0
TCERG1L-AS1	45	22	61	69
TCERG1L	0	2	0	2
LOC107984186	0	0	0	0
MIR378C	0	0	0	0
LOC105378562	0	0	0	0
LOC124900609	3	2	2	0
LOC100419870	0	0	0	0
LOC124902561	888	886	595	651
GLRX3	8288	8796	9876	10927
LOC105378561	87	99	35	25
LOC124902560	8	15	0	1
LOC102724883	26	33	48	36
CTAGE7P	2	4	0	0
C10orf143	249	231	46	36
EBF3-AS1	0	0	0	0
MIR4297	0	0	0	0
EBF3	0	0	0	0
LOC107984281	0	4	14	2
LOC105378560	142	118	112	117
LOC124902531	0	0	0	4
MGMT	1758	1913	1773	1870
LOC105378557	0	0	0	0
LOC105378556	0	0	0	0
LOC124902559	0	0	0	0
LINC02667	11	32	6	5
LOC105378555	0	0	0	0
LOC107984185	0	0	0	0
LOC105378554	0	0	0	0
LOC124902558	0	0	0	0
LINC01163	0	0	0	0
MKI67	1352	2503	12610	18948
AS-PTPRE	0	4	1	4
LOC124902557	0	0	0	0
PTPRE	2304	2423	4491	5278
CLRN3	2	3	0	6
BUB1P1	0	0	0	0
FOXI2	0	0	0	0
NPS	0	0	0	0
LOC124902524	0	2	0	0
LOC105378551	0	0	2	6
INSYN2A	53	39	79	80
LOC105378552	10	14	23	14
LOC107984059	0	0	0	0
LOC124900289	1097	1306	1517	1870
DOCK1	13522	14447	10461	11768
LOC105378550	200	216	124	228
LOC124900294	0	0	0	0
LOC105378548	0	0	0	0
LOC124902523	0	0	0	0
LOC105378549	0	0	0	0
LOC728158	0	0	2	7
C10orf90	18	20	176	210
LOC112267914	0	0	0	1
LINC00601	30	16	86	78
SAR1AP2	0	0	0	0
RNA5SP328	0	0	0	0
ADAM12	2828	2049	7960	7519
FANK1-AS1	0	0	0	0
GNG10P1	0	0	2	0
FANK1	142	164	121	183
RNU2-42P	15	9	10	9
DHX32	7641	7626	7646	8285
BCCIP	4750	5377	6829	7851
MIR4484	0	0	0	0
UROS	5654	5906	6321	6430
MMP21	4	11	1	0
EDRF1-AS1	10	16	8	16
EDRF1	3570	3741	4289	4303
EDRF1-DT	192	128	85	75
LOC283038	4	6	0	0
ALDOAP2	0	0	0	0
LOC102724793	0	0	0	0
TEX36	0	0	0	0
TEX36-AS1	0	0	0	0
LOC124902522	0	0	0	0
LOC105378545	0	0	0	0
LOC105378544	0	0	0	0
LOC124902521	0	0	0	0
RPS27P18	0	0	0	0
LOC105378543	0	0	0	0
LOC105378542	0	0	3	8
LOC105378541	0	0	9	23
MRPS21P6	0	0	2	0
MIR4296	26	24	16	40
LOC124902520	23	19	12	14
CTBP2	19988	18908	17392	19834
ZRANB1	5791	5783	4793	4660
NPM1P31	0	0	0	0
ABRAXAS2	3230	3220	2939	3437
EEF1AKMT2	1482	1438	1112	1170
FAM53B-AS1	3	0	12	0
FAM53B	7891	7678	7524	7434
RPS10P18	0	2	0	0
LHPP	718	674	257	282
NKX1-2	56	81	338	311
OATP1	0	0	0	0
OAT	6899	7764	8829	9730
LOC107984184	0	0	2	0
CHST15	17268	13010	13522	15016
YBX2P1	6	0	14	0
LOC107984128	86	88	89	84
LOC105378534	0	0	0	0
LOC105378533	0	0	0	0
CPXM2	4	2	5	10
LOC105378532	16	4	31	71
GPR26	0	0	0	2
LOC105378530	0	0	0	0
LINC02641	62	56	56	53
LOC107984275	222	230	195	230
RPS26P39	0	0	0	0
BUB3	12307	11962	18264	17341
HMX2	0	0	0	0
HMX3	0	0	0	0
ACADSB	6613	8030	3423	4089
IKZF5	2725	2577	2447	2610
PSTK	735	750	643	802
LOC124902519	397	395	511	721
C10orf88	883	882	1119	1151
FAM24A	0	0	0	0
C10orf88B	294	240	360	273
FAM24B	109	98	112	115
CUZD1	0	0	0	0
FAM24B-CUZD1	4	3	0	6
LOC124900290	0	0	0	0
DMBT1L1	0	0	2	1
C10orf120	0	0	0	0
LOC112577516	0	0	0	0
DMBT1	95	51	925	795
HTRA1	9518	10109	15006	15113
ARMS2	0	2	1	4
LOC105378525	38	23	4	28
MIR3941	3	2	3	0
PLEKHA1	6351	6348	8084	7968
RNU6-728P	0	0	0	0
BTBD16	539	593	237	170
LOC124902518	64	67	19	34
TACC2	45560	69156	19769	26450
LOC124902517	136	137	105	104
NSMCE4A	1834	2145	2178	2299
ATE1-AS1	41	33	51	41
ATE1	6076	5730	5099	5426
RPS15AP5	0	0	0	0
LOC107984183	0	2	0	0
FGFR2	314	414	708	1030
RN7SKP167	0	0	0	0
LOC105378523	0	0	2	0
LINC01153	0	0	0	0
RPL19P16	4	14	8	10
LOC105378522	0	0	0	0
LOC124902515	0	0	1	0
LOC124902516	0	0	0	0
LOC105378521	16	24	10	22
LOC105378520	0	6	0	0
LOC105378519	20	7	10	5
WDR11	13341	13579	10857	11104
WDR11-DT	9	5	0	1
LINC02930	0	0	6	2
LINC01561	2	4	1	13
PLPP4	40	70	105	79
RPL21P16	620	1019	740	489
LOC105378515	0	0	0	3
LOC124902514	0	0	0	0
NACAP2	0	0	0	0
MIR4682	0	0	0	0
SEC23IP	7678	8891	10203	11562
MCMBP	11005	10864	13447	14287
PHACTR2P1	0	0	1	4
LOC105378513	1	4	5	0
RN7SL846P	8	2	10	3
INPP5F	3009	3136	3385	3711
TXNP1	0	0	0	0
LOC124902513	4	17	4	27
BAG3	4673	6153	7162	9855
RPS8P4	0	0	0	0
RAD1P1	0	4	0	1
LOC105378512	276	145	179	194
TIAL1	11629	12148	12640	13153
RGS10	760	970	871	1302
MIR4681	0	0	0	0
LOC105378511	0	0	2	2
RN7SL749P	4	10	0	2
GRK5	263	355	310	346
PRDX3	14699	15272	16161	14443
SFXN4	5127	5435	4455	4413
DENND10	2938	3122	2799	3130
LOC124900296	16	6	7	14
SNORA19	27	23	28	23
EIF3A	39033	45966	36327	49103
NANOS1	249	227	359	347
LOC124902512	29	12	64	25
LDHAP5	0	0	0	0
RPL17P36	3	3	1	2
LOC124902511	0	0	11	10
LOC107987151	0	0	2	0
CACUL1	14920	15660	15452	16038
TOMM22P5	0	0	0	0
PRLHR	0	0	0	0
SLC25A18P1	0	0	0	0
LOC105378507	2	4	0	1
LINC00867	0	0	2	2
FAM204A	4666	4897	3366	4162
LINC02944	0	0	0	0
CASC2	224	267	107	116
RAB11FIP2	4993	4548	3157	3381
LOC105378504	5	2	0	0
LINC02674	0	0	0	0
LOC124902556	0	0	0	0
LOC107984274	0	0	0	0
LOC124902555	0	6	2	0
EMX2	0	0	0	0
EMX2OS	0	4	0	0
LOC105378502	0	0	0	1
PDZD8	30481	30389	21015	22092
SLC18A2	31	35	39	19
SLC18A2-AS1	0	0	0	4
KCNK18	0	0	0	0
RPL12P26	0	0	0	0
MIR3663	0	0	0	0
MIR3663HG	0	0	0	0
VAX1	0	0	0	0
SHTN1	4788	6007	3983	4697
ENO4	29	37	23	23
MIR9851	38	41	21	14
LOC124902510	0	0	0	0
PNLIPP1	0	0	0	0
PNLIP	0	0	0	0
RNU6-1090P	0	0	0	0
HMGB3P8	0	4	2	2
PNLIPRP3	4954	5359	6610	7404
SNRPGP6	0	0	0	0
CCDC172	0	0	0	0
LOC107984273	0	0	0	0
SNORD158	0	0	0	0
GFRA1	36	24	4	7
LOC105378497	0	0	0	0
NTAN1P1	0	0	0	0
ATRNL1	0	1	2	4
LOC105378496	0	0	0	0
LOC124902509	0	0	0	0
LOC107984272	0	0	0	0
LINC02626	10	4	7	14
RNU6-1121P	0	0	0	0
TRUB1	3775	3282	4582	4153
RPL15P13	0	0	0	0
FHIP2A	5932	6067	5605	5602
TAF9BP2	0	0	0	0
LOC124902508	118	173	75	114
LOC101927692	8	16	0	0
PPIAP19	22	21	15	27
LOC124902588	0	0	0	0
ABLIM1	37612	37655	29281	34639
RN7SL384P	5	2	0	0
LOC105378494	0	0	10	4
AFAP1L2	34	23	122	165
AURKAP2	0	0	0	1
VWA2	0	0	0	2
TDRD1	3	1	9	3
MIR2110	0	0	0	0
CCDC186	3422	3781	3821	4692
UBE2V1P5	0	0	0	0
RNU6-709P	0	0	0	0
LOC124902554	0	0	0	1
ADRB1	89	49	90	127
LOC105378493	0	0	2	2
LOC105378492	0	0	0	0
LOC124902507	0	0	0	2
LOC124902506	29	42	24	26
NHLRC2	12080	10523	9341	10084
DCLRE1A	2464	2609	2546	2652
LOC124900297	0	0	0	0
MIR4483	0	0	0	0
PLEKHS1	0	2	0	13
LOC124902505	2	0	0	0
CASP7	1902	2363	2201	2567
