## RunInfo	version:1.0.3	nmap_idx:53793034	nunmap_idx:0	annotated_features:13545	total_fragments:53793034	pair_mapped:53685806	pair_mixed:107228	single_mapped:0	unmapped:0	unique:53793034	ambig:0	overlap_unique:195989	overlap_ambig:0
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
L1FLnI_9p24.3a	10063	173	173.00	0.00331	173	173	173	173	173.00	0.00331
L1FLnI_8q24.22g	9342	170	170.00	0.00172	170	170	170	170	170.00	0.00172
L1FLnI_2p15i	10019	170	170.00	0.000727	170	170	170	170	170.00	0.000727
L1FLnI_21q22.13b	10107	169	169.00	0.0018	169	169	169	169	169.00	0.0018
L1FLnI_19q13.2d	10138	169	169.00	0.00079	169	169	169	169	169.00	0.00079
L1FLnI_4q31.3a	10513	168	168.00	0.000691	168	168	168	168	168.00	0.000691
L1FLnI_10q22.2g	10006	168	168.00	0.000526	168	168	168	168	168.00	0.000526
L1FLnI_7q33c	10029	167	167.00	0.000828	167	167	167	167	167.00	0.000828
L1FLnI_18q12.2j	9018	164	164.00	0.000929	164	164	164	164	164.00	0.000929
L1FLnI_5q23.1ja	8603	163	163.00	0.000571	163	163	163	163	163.00	0.000571
L1FLnI_6q16.2d	9661	162	162.00	0.000628	162	162	162	162	162.00	0.000628
L1FLnI_14q12ra	9102	160	160.00	0.000646	160	160	160	160	160.00	0.000646
L1FLnI_6q14.1b	10003	159	159.00	0.00101	159	159	159	159	159.00	0.00101
L1FLnI_5p12j	8556	159	159.00	0.000695	159	159	159	159	159.00	0.000695
L1FLnI_7q34f	10124	159	159.00	0.000608	159	159	159	159	159.00	0.000608
L1FLnI_2p14w	10105	158	158.00	0.00081	158	158	158	158	158.00	0.00081
L1FLnI_6p24.1b	10168	157	157.00	0.00078	157	157	157	157	157.00	0.00078
L1FLnI_9p21.1y	11429	157	157.00	0.000616	157	157	157	157	157.00	0.000616
L1FLnI_4p14p	10144	156	156.00	0.00177	156	156	156	156	156.00	0.00177
L1FLnI_6q13m	9657	156	156.00	0.000942	156	156	156	156	156.00	0.000942
L1FLnI_12p13.2d	10293	154	154.00	0.00051	154	154	154	154	154.00	0.00051
L1FLnI_1q32.3d	9464	154	154.00	0.000289	154	154	154	154	154.00	0.000289
L1FLnI_7q11.23a	10156	152	152.00	0.000591	152	152	152	152	152.00	0.000591
L1FLnI_1p21.2c	10485	151	151.00	0.000916	151	151	151	151	151.00	0.000916
L1FLnI_8q11.21b	10131	151	151.00	0.000639	151	151	151	151	151.00	0.000639
L1FLnI_3p12.3t	10389	149	149.00	0.00052	149	149	149	149	149.00	0.00052
L1FLnI_1p31.1ab	9123	148	148.00	0.000484	148	148	148	148	148.00	0.000484
L1FLnI_1p12u	8906	148	148.00	0.00047	148	148	148	148	148.00	0.00047
L1FLnI_9p21.1w	10101	146	146.00	0.000555	146	146	146	146	146.00	0.000555
L1FLnI_13q14.2w	9232	145	145.00	0.00149	145	145	145	145	145.00	0.00149
L1FLnI_11p12ma	10211	145	145.00	0.000587	145	145	145	145	145.00	0.000587
L1FLnI_2q31.1ba	10108	145	145.00	0.000524	145	145	145	145	145.00	0.000524
L1FLnI_11p15.3h	10147	144	144.00	0.00117	144	144	144	144	144.00	0.00117
L1FLnI_8q21.11n	9556	144	144.00	0.000469	144	144	144	144	144.00	0.000469
L1FLnI_7q34a	10118	142	142.00	0.00114	142	142	142	142	142.00	0.00114
L1FLnI_3q22.3h	10142	141	141.00	0.000703	141	141	141	141	141.00	0.000703
L1FLnI_3p24.3d	10147	141	141.00	0.000541	141	141	141	141	141.00	0.000541
L1FLnI_11p13u	10553	140	140.00	0.000472	140	140	140	140	140.00	0.000472
L1FLnI_2p16.2g	8655	140	140.00	0.000437	140	140	140	140	140.00	0.000437
L1FLnI_10q23.31m	11520	139	139.00	0.000491	139	139	139	139	139.00	0.000491
L1FLnI_4q24cb	10025	138	138.00	0.00171	138	138	138	138	138.00	0.00171
L1FLnI_1q42.3d	10435	138	138.00	0.000565	138	138	138	138	138.00	0.000565
L1FLnI_7q21.3a	10015	137	137.00	0.000792	137	137	137	137	137.00	0.000792
L1FLnI_7p21.1g	10460	136	136.00	0.0012	136	136	136	136	136.00	0.0012
L1FLnI_11p14.1e	10454	136	136.00	0.000475	136	136	136	136	136.00	0.000475
L1FLnI_8q21.13ja	9914	135	135.00	0.000511	135	135	135	135	135.00	0.000511
L1FLnI_5q23.3c	10002	133	133.00	0.00121	133	133	133	133	133.00	0.00121
L1FLnI_3p14.1f	8776	131	131.00	0.000499	131	131	131	131	131.00	0.000499
L1FLnI_13q31.3m	10669	131	131.00	0.000494	131	131	131	131	131.00	0.000494
L1FLnI_Xq25fc	11684	131	131.00	0.000475	131	131	131	131	131.00	0.000475
L1FLnI_1p34.2b	10097	131	131.00	0.000449	131	131	131	131	131.00	0.000449
L1FLnI_4q12fb	10128	131	131.00	0.000427	131	131	131	131	131.00	0.000427
L1FLnI_4p15.2x	9405	130	130.00	0.00179	130	130	130	130	130.00	0.00179
L1FLnI_7p14.2e	9065	129	129.00	0.000756	129	129	129	129	129.00	0.000756
L1FLnI_21p11.2k	10151	129	129.00	0.000341	129	129	129	129	129.00	0.000341
L1FLnI_3q11.2ca	10035	128	128.00	0.00194	128	128	128	128	128.00	0.00194
L1FLnI_20p11.21u	8733	128	128.00	0.000778	128	128	128	128	128.00	0.000778
L1FLnI_7q34c	9516	126	126.00	0.00051	126	126	126	126	126.00	0.00051
L1FLnI_6q22.33i	8546	126	126.00	0.000484	126	126	126	126	126.00	0.000484
L1FLnI_3p14.3l	9351	125	125.00	0.00067	125	125	125	125	125.00	0.00067
L1FLnI_9p21.1v	10482	125	125.00	0.000456	125	125	125	125	125.00	0.000456
L1FLnI_14q22.3j	10145	124	124.00	0.000815	124	124	124	124	124.00	0.000815
L1FLnI_2p13.1c	10124	124	124.00	0.000787	124	124	124	124	124.00	0.000787
L1FLnI_18p11.21k	10110	124	124.00	0.000782	124	124	124	124	124.00	0.000782
L1FLnI_Xq13.2ia	10112	124	124.00	0.00045	124	124	124	124	124.00	0.00045
L1FLnI_7p21.1k	9996	123	123.00	0.000416	123	123	123	123	123.00	0.000416
L1FLnI_12p11.22h	9845	122	122.00	0.000662	122	122	122	122	122.00	0.000662
L1FLnI_7q21.3b	8864	121	121.00	0.000442	121	121	121	121	121.00	0.000442
L1FLnI_1p22.1g	10130	120	120.00	0.00126	120	120	120	120	120.00	0.00126
L1FLnI_14q24.2c	10455	120	120.00	0.000819	120	120	120	120	120.00	0.000819
L1FLnI_3q25.33h	9548	120	120.00	0.000795	120	120	120	120	120.00	0.000795
L1FLnI_3p22.2e	10137	120	120.00	0.000444	120	120	120	120	120.00	0.000444
L1FLnI_15q26.1c	9982	120	120.00	0.000332	120	120	120	120	120.00	0.000332
L1FLnI_9p24.1e	10093	119	119.00	0.000711	119	119	119	119	119.00	0.000711
L1FLnI_15q21.3aa	10009	119	119.00	0.00048	119	119	119	119	119.00	0.00048
L1FLnI_7q22.2a	10152	118	118.00	0.000606	118	118	118	118	118.00	0.000606
L1FLnI_15q26.3m	10024	118	118.00	0.000397	118	118	118	118	118.00	0.000397
L1FLnI_4p13e	10481	117	117.00	0.00205	117	117	117	117	117.00	0.00205
L1FLnI_12q12cb	10018	116	116.00	0.000873	116	116	116	116	116.00	0.000873
L1FLnI_1q25.1i	9162	116	116.00	0.000845	116	116	116	116	116.00	0.000845
L1FLnI_5p13.1b	10146	116	116.00	0.000419	116	116	116	116	116.00	0.000419
L1FLnI_5q13.2j	10158	115	115.00	0.000955	115	115	115	115	115.00	0.000955
L1FLnI_6q22.31ta	9235	115	115.00	0.000924	115	115	115	115	115.00	0.000924
L1FLnI_16p12.3a	10141	115	115.00	0.000405	115	115	115	115	115.00	0.000405
L1FLnI_10q23.33a	10121	115	115.00	0.00036	115	115	115	115	115.00	0.00036
L1FLnI_11q22.3z	10016	114	114.00	0.000802	114	114	114	114	114.00	0.000802
L1FLnI_3q13.33i	10057	114	114.00	0.000469	114	114	114	114	114.00	0.000469
L1FLnI_8q23.1e	10105	114	114.00	0.000396	114	114	114	114	114.00	0.000396
L1FLnI_1q42.12d	10120	114	114.00	0.000312	114	114	114	114	114.00	0.000312
L1FLnI_2q14.1b	10063	113	113.00	0.000831	113	113	113	113	113.00	0.000831
L1FLnI_5q31.1a	8891	113	113.00	0.000528	113	113	113	113	113.00	0.000528
L1FLnI_19q12p	8638	113	113.00	0.000384	113	113	113	113	113.00	0.000384
L1FLnI_6q21m	10135	112	112.00	0.000886	112	112	112	112	112.00	0.000886
L1FLnI_Xq26.2e	10054	112	112.00	0.000401	112	112	112	112	112.00	0.000401
L1FLnI_3q22.2b	9692	111	111.00	0.000549	111	111	111	111	111.00	0.000549
L1FLnI_6q13n	10149	110	110.00	0.000869	110	110	110	110	110.00	0.000869
L1FLnI_12q24.22a	10736	110	110.00	0.000863	110	110	110	110	110.00	0.000863
